,CATEGORY (i.e.ISCED description),COURSE TITLE,COURSE CODE2,R1 POINTS,R1 Random *,R2 POINTS,R2 Random*,EOS,EOS Random *,EOS Mid-point,LEVEL,HEI,Test/Interview #,avp,v,Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,hei_code
1318,Information and Communication Technologies (ICTs),Digital Forensics and Cyber Security,TU863,280.0,,,,280.0,,338.0,8,Technological University Dublin,,,,,,,,,,,,TU
1319,Biological and related sciences,DNA and Forensic Analysis,TU864,400.0,,390.0,,390.0,,429.0,8,Technological University Dublin,,,,,,,,,,,,TU
1320,Information and Communication Technologies (ICTs),Computing with IT Management,TU865,226.0,,,,226.0,,331.0,8,Technological University Dublin,,,,,,,,,,,,TU
1321,Health,Biomedical and Molecular Diagnostics,TU866,487.0,,,,487.0,,498.0,8,Technological University Dublin,,,,,,,,,,,,TU
1322,Health,Biomedical Science,TU867,524.0,,,,524.0,,542.0,8,Technological University Dublin,,,,,,,,,,,,TU
1323,Health,Clinical Measurement Science,TU868,510.0,,,,510.0,,520.0,8,Technological University Dublin,,,,,,,,,,,,TU
1324,Hygiene and occupational health services,Environmental Health,TU869,336.0,,,,336.0,,375.0,8,Technological University Dublin,,,,,,,,,,,,TU
1325,Health,Human Nutrition and Dietetics,TU870,578.0,,,,578.0,,589.0,8,Technological University Dublin,,,,,,,,,,,,TU
1326,Health,Optometry,TU871,509.0,,,,509.0,,530.0,8,Technological University Dublin,,,,,,,,,,,,TU
1327,Biological and related sciences,Public Health Nutrition,TU872,491.0,,,,491.0,,512.0,8,Technological University Dublin,,,,,,,,,,,,TU
1328,Mathematics and statistics,Industrial Mathematics,TU873,250.0,,250.0,,250.0,,392.0,8,Technological University Dublin,,avp,,,,,,,,,,TU
1329,Mathematics and statistics,Mathematical Sciences,TU874,341.0,,,,343.0,,407.0,8,Technological University Dublin,,,,,,,,,,,,TU
1330,Biological and related sciences,Pharmaceutical Healthcare,TU875,400.0,,,,400.0,,440.0,8,Technological University Dublin,,,,,,,,,,,,TU
1331,Biological and related sciences,Pharmaceutical Science,TU876,377.0,,349.0,,349.0,,391.0,8,Technological University Dublin,,,,,,,,,,,,TU
1332,Physical sciences,Physics Technology,TU877,308.0,,,,308.0,,373.0,8,Technological University Dublin,,,,,,,,,,,,TU
1333,Physical sciences,Physics with Energy and Environment,TU878,337.0,,337.0,,331.0,,444.0,8,Technological University Dublin,,avp,,,,,,,,,,TU
1334,Health,Physics with Medical Physics and Bioengineering,TU879,351.0,,,,351.0,,403.0,8,Technological University Dublin,,,,,,,,,,,,TU
1335,Physical sciences,Physics with Data Science,TU880,578.0,,,,,,,8,Technological University Dublin,,,,,,,,,,,,TU
1336,Manufacturing and processing,Food Innovation,TU881,318.0,,,,318.0,,389.0,8,Technological University Dublin,,,,,,,,,,,,TU
1337,Biological and related sciences,Nutraceuticals in Health and Nutrition,TU882,397.0,,,,397.0,,442.0,8,Technological University Dublin,,,,,,,,,,,,TU
1338,Business and administration,Business,TU901,270.0,,,,270.0,,307.0,8,Technological University Dublin,,,,,,,,,,,,TU
1339,Business and administration,Business (Common Entry with Award options),TU902,271.0,,,,271.0,,359.0,8,Technological University Dublin,,,,,,,,,,,,TU
1340,Business and administration,Business and Management,TU903,463.0,,,,463.0,,485.0,8,Technological University Dublin,,,,,,,,,,,,TU
1341,Business and administration,Business and Law,TU904,462.0,,,,462.0,,487.0,8,Technological University Dublin,,,,,,,,,,,,TU
1342,Social and behavioural sciences,Economics and Finance,TU905,465.0,,,,465.0,,488.0,8,Technological University Dublin,,,,,,,,,,,,TU
1343,Business and administration,Human Resource Management,TU906,395.0,,,,395.0,,414.0,8,Technological University Dublin,,,,,,,,,,,,TU
1344,Business and administration,Logistics and Supply Chain Management,TU907,300.0,,,,300.0,,387.0,8,Technological University Dublin,,,,,,,,,,,,TU
1345,Business and administration,Management,TU908,262.0,,253.0,,253.0,,337.0,8,Technological University Dublin,,avp,,,,,,,,,,TU
1346,Business and administration,Accounting and Finance,TU909,285.0,,,,285.0,,326.0,8,Technological University Dublin,,,,,,,,,,,,TU
1347,Business and administration,Accounting and Finance,TU910,444.0,,,,444.0,,466.0,8,Technological University Dublin,,,,,,,,,,,,TU
1348,Business and administration,Accounting and Finance,TU911,209.0,,192.0,,192.0,,319.0,8,Technological University Dublin,,avp,,,,,,,,,,TU
1349,Information and Communication Technologies (ICTs),Business Analytics,TU912,330.0,,,,330.0,,366.0,8,Technological University Dublin,,,,,,,,,,,,TU
1350,Business and administration,Business and Information Technology,TU913,252.0,,,,252.0,,299.0,8,Technological University Dublin,,,,,,,,,,,,TU
1351,Information and Communication Technologies (ICTs),Business Computing,TU914,324.0,,,,324.0,,366.0,8,Technological University Dublin,,,,,,,,,,,,TU
1352,Business and administration,International Business,TU915,252.0,,,,252.0,,302.0,8,Technological University Dublin,,,,,,,,,,,,TU
1353,Business and administration,International Business,TU916,235.0,,235.0,,235.0,,337.0,8,Technological University Dublin,,avp,,,,,,,,,,TU
1354,Law,Law (LLB ) with a Language,TU917,342.0,,,,342.0,,433.0,8,Technological University Dublin,,,,,,,,,,,,TU
1355,Law,Law (LLB),TU918,451.0,,,,451.0,,478.0,8,Technological University Dublin,,,,,,,,,,,,TU
1356,Business and administration,Advertising and Marketing Communications,TU919,228.0,,226.0,,226.0,,311.0,8,Technological University Dublin,,avp,,,,,,,,,,TU
1357,Business and administration,Digital Marketing,TU920,270.0,,,,270.0,,318.0,8,Technological University Dublin,,,,,,,,,,,,TU
1358,Business and administration,Digital Marketing Technologies,TU921,212.0,,212.0,,234.0,,300.0,8,Technological University Dublin,,avp,v,,,,,,,,,TU
1359,Business and administration,Marketing,TU922,418.0,,,,418.0,,443.0,8,Technological University Dublin,,,,,,,,,,,,TU
1360,Business and administration,Marketing Management,TU923,228.0,,276.0,,228.0,,318.0,8,Technological University Dublin,,avp,,,,,,,,,,TU
1361,Business and administration,E-Commerce in Retailing,TU924,307.0,,,,307.0,,380.0,8,Technological University Dublin,,,,,,,,,,,,TU
1362,Business and administration,Retail and Services Management,TU925,301.0,,,,301.0,,362.0,8,Technological University Dublin,,,,,,,,,,,,TU
1363,Personal services,Sports Management and Coaching,TU935,300.0,,,,300.0,,347.0,8,Technological University Dublin,,,,,,,,,,,,TU
1364,Biological and related sciences,Sports Science and Health,TU936,410.0,,391.0,,391.0,,419.0,8,Technological University Dublin,,,,,,,,,,,,TU
1365,Personal services,Botanical Cuisine,TU941,249.0,,,,249.0,,257.0,8,Technological University Dublin,,avp,,,,,,,,,,TU
1366,Personal services,Culinary Arts,TU942,212.0,,212.0,,212.0,,340.0,8,Technological University Dublin,,avp,,,,,,,,,,TU
1367,Personal services,Culinary Entrepreneurship,TU943,278.0,,,,279.0,,357.0,8,Technological University Dublin,,,,,,,,,,,,TU
1368,Personal services,Culinary Science,TU944,316.0,,,,316.0,,379.0,8,Technological University Dublin,,,,,,,,,,,,TU
1369,Personal services,International Hospitality and Tourism Management,TU951,184.0,,184.0,,200.0,,298.0,8,Technological University Dublin,,avp,v,,,,,,,,,TU
1370,Personal services,International Hospitality Management,TU952,300.0,,,,306.0,,368.0,8,Technological University Dublin,,,,,,,,,,,,TU
1371,Personal services,Tourism and Digital Marketing,TU953,290.0,,,,290.0,,359.0,8,Technological University Dublin,,,,,,,,,,,,TU
1372,Personal services,Event Management,TU954,356.0,,,,356.0,,404.0,8,Technological University Dublin,,,,,,,,,,,,TU
1373,Personal services,Sports & Leisure Management,TU955,217.0,,317.0,,217.0,,347.0,8,Technological University Dublin,,avp,,,,,,,,,,TU
1374,Arts,Commercial Modern Music,TU961,608.0,,608.0,,608.0,,848.0,8,Technological University Dublin,#,avp,,,,,,,,,,TU
1375,Arts,Drama (Performance),TU962,379.0,,,,379.0,,500.0,8,Technological University Dublin,#,,,,,,,,,,,TU
1376,Arts,Music,TU963,416.0,,,,416.0,,535.0,8,Technological University Dublin,#,,,,,,,,,,,TU
1377,Business and administration,International Business and Languages,TU965,356.0,,346.0,,346.0,,413.0,8,Technological University Dublin,,,,,,,,,,,,TU
1378,Languages,Languages and English Studies,TU966,366.0,,,,434.0,,466.0,8,Technological University Dublin,,avp,v,,,,,,,,,TU
1379,Arts,Languages and International Tourism,TU967,308.0,,,,326.0,,388.0,8,Technological University Dublin,,,,,,,,,,,,TU
1380,Arts,Contemporary Visual Culture,TU971,290.0,,,,290.0,,320.0,8,Technological University Dublin,,,,,,,,,,,,TU
1381,Arts,Creative and Cultural Industries,TU972,281.0,,,,281.0,,369.0,8,Technological University Dublin,,,,,,,,,,,,TU
1382,Arts,Design - Visual Communication,TU973,717.0,,,,717.0,,865.0,8,Technological University Dublin,#,,,,,,,,,,,TU
1383,Arts,Fine Art,TU974,709.0,,563.0,,563.0,,826.0,8,Technological University Dublin,#,,,,,,,,,,,TU
1384,Arts,Interior Design,TU975,632.0,,,,632.0,,879.0,8,Technological University Dublin,#,,,,,,,,,,,TU
1385,Arts,Photography,TU976,695.0,,,,695.0,,926.0,8,Technological University Dublin,#,,,,,,,,,,,TU
1386,Arts,Creative Digital Media,TU981,280.0,,,,282.0,,318.0,8,Technological University Dublin,,,,,,,,,,,,TU
1387,Arts,Creative Digital Media,TU982,320.0,,311.0,,311.0,,352.0,8,Technological University Dublin,,,,,,,,,,,,TU
1388,Arts,Film and Broadcasting,TU983,456.0,,451.0,,451.0,,484.0,8,Technological University Dublin,,,,,,,,,,,,TU
1389,Information and Communication Technologies (ICTs),Game Design,TU984,381.0,,,,381.0,,419.0,8,Technological University Dublin,,,,,,,,,,,,TU
1390,Journalism and information,Journalism,TU985,322.0,,,,322.0,,377.0,8,Technological University Dublin,,,,,,,,,,,,TU
1391,Business and administration,Print Media Technology and Management,TU986,289.0,,,,289.0,,300.0,8,Technological University Dublin,,,,,,,,,,,,TU
1392,Welfare,Applied Social Studies in Social Care,TU991,325.0,,,,325.0,,352.0,8,Technological University Dublin,,,,,,,,,,,,TU
1393,Social and behavioural sciences,Community and Youth Development,TU992,251.0,,,,253.0,,297.0,8,Technological University Dublin,,,,,,,,,,,,TU
1394,Welfare,Early Childhood Care and Education,TU993,270.0,,,,270.0,,311.0,8,Technological University Dublin,,,,,,,,,,,,TU
1395,Welfare,Early Childhood Care and Education,TU994,321.0,,251.0,,230.0,,304.0,8,Technological University Dublin,,,,,,,,,,,,TU
1396,Education,Early Childhood Education,TU995,367.0,,,,367.0,,409.0,8,Technological University Dublin,,,,,,,,,,,,TU
1397,Social and behavioural sciences,Social Care,TU996,400.0,,,,400.0,,419.0,8,Technological University Dublin,,,,,,,,,,,,TU
1398,Welfare,Applied Social Care,TU997,310.0,,283.0,,270.0,,318.0,8,Technological University Dublin,,,,,,,,,,,,TU
1399,Information and Communication Technologies (ICTs),Applied Computing (options),WD001,260.0,,260.0,,260.0,,413.0,8,Waterford Institute of Technology,,avp,,,,,,,,,,WD
1400,Physical sciences,Science (options),WD002,308.0,,,,308.0,,388.0,8,Waterford Institute of Technology,,,,,,,,,,,,WD
1401,Business and administration,Business,WD003,,,171.0,,,,372.0,6,Waterford Institute of Technology,,avp,,,,,,,,,,WD
1402,Health,Health Sciences (options),WD005,280.0,,,,280.0,,338.0,8,Waterford Institute of Technology,,,,,,,,,,,,WD
1403,Personal services,Exercise Sciences (options),WD006,280.0,,,,280.0,,359.0,8,Waterford Institute of Technology,,,,,,,,,,,,WD
1404,Engineering and engineering trades,Engineering (options),WD007,288.0,,288.0,,288.0,,409.0,8,Waterford Institute of Technology,,avp,,,,,,,,,,WD
1405,Engineering and engineering trades,Electronic Engineering,WD010,181.0,,,,181.0,,318.0,6,Waterford Institute of Technology,,,,,,,,,,,,WD
1406,Engineering and engineering trades,Mechanical Engineering,WD011,198.0,,,,198.0,,341.0,6,Waterford Institute of Technology,,,,,,,,,,,,WD
1407,Law,Legal Studies,WD013,177.0,,,,177.0,,367.0,6,Waterford Institute of Technology,,,,,,,,,,,,WD
1408,Welfare,Applied Social Care,WD018,171.0,,,,171.0,,293.0,7,Waterford Institute of Technology,,,,,,,,,,,,WD
1409,Personal services,Recreation and Sport Management,WD019,174.0,,,,174.0,,309.0,7,Waterford Institute of Technology,,,,,,,,,,,,WD
1410,Architecture and construction,Construction Management and Engineering,WD025,269.0,,,,269.0,,341.0,8,Waterford Institute of Technology,,,,,,,,,,,,WD
1411,Arts,Music,WD027,262.0,,,,262.0,,409.0,8,Waterford Institute of Technology,#,,,,,,,,,,,WD
1412,Business and administration,Business (options),WD048,271.0,,,,271.0,,371.0,8,Waterford Institute of Technology,,,,,,,,,,,,WD
1413,"Interdisciplinary programmes and qualifications involving agriculture, forestry and veterinary",Forestry,WD076,243.0,,,,243.0,,326.0,7,Waterford Institute of Technology,,,,,,,,,,,,WD
1414,Business and administration,Accounting,WD084,308.0,,,,308.0,,411.0,8,Waterford Institute of Technology,,,,,,,,,,,,WD
1415,Personal services,Hospitality Management,WD091,228.0,,,,228.0,,310.0,8,Waterford Institute of Technology,,,,,,,,,,,,WD
1416,Architecture and construction,Architectural Technology,WD094,166.0,,150.0,,150.0,,351.0,7,Waterford Institute of Technology,,avp,,,,,,,,,,WD
1417,Agriculture,Horticulture (Waterford - Kildalton),WD096,260.0,,,,260.0,,389.0,7,Waterford Institute of Technology,,,,,,,,,,,,WD
1418,Agriculture,Horticulture (Dublin - National Botanic Gardens),WD097,,,,,,,408.0,7,Waterford Institute of Technology,,,,,,,,,,,,WD
1419,Health,General Nursing,WD116,422.0,,,,422.0,,451.0,8,Waterford Institute of Technology,,,,,,,,,,,,WD
1420,Health,Psychiatric Nursing,WD117,366.0,,,,366.0,,388.0,8,Waterford Institute of Technology,,,,,,,,,,,,WD
1421,Health,Intellectual Disability Nursing,WD120,377.0,,,,377.0,,388.0,8,Waterford Institute of Technology,,,,,,,,,,,,WD
1422,Agriculture,Agriculture,WD126,327.0,,,,327.0,,430.0,7,Waterford Institute of Technology,,,,,,,,,,,,WD
1423,Business and administration,International Business,WD134,290.0,,,,290.0,,362.0,8,Waterford Institute of Technology,,,,,,,,,,,,WD
1424,Arts,Design (Visual Communications),WD137,271.0,,,,271.0,,351.0,8,Waterford Institute of Technology,,,,,,,,,,,,WD
1425,Architecture and construction,Civil Engineering,WD139,206.0,,,,206.0,,379.0,7,Waterford Institute of Technology,,,,,,,,,,,,WD
1426,Law,Laws,WD140,280.0,,,,280.0,,367.0,8,Waterford Institute of Technology,,,,,,,,,,,,WD
1427,Architecture and construction,Architecture,WD144,284.0,,,,284.0,,359.0,8,Waterford Institute of Technology,,,,,,,,,,,,WD
1428,Physical sciences,Pharmaceutical Science,WD147,293.0,,,,293.0,,390.0,8,Waterford Institute of Technology,,,,,,,,,,,,WD
1429,Welfare,Early Childhood Studies,WD149,271.0,,,,271.0,,368.0,8,Waterford Institute of Technology,,,,,,,,,,,,WD
1430,Law,Criminal Justice Studies,WD150,270.0,,,,270.0,,331.0,8,Waterford Institute of Technology,,,,,,,,,,,,WD
1431,Information and Communication Technologies (ICTs),Software Systems Development,WD151,,,,,,,356.0,7,Waterford Institute of Technology,,avp,,,,,,,,,,WD
1432,Arts,Visual Art,WD152,,,,,,,317.0,8,Waterford Institute of Technology,,,,,,,,,,,,WD
1433,Information and Communication Technologies (ICTs),Multimedia Applications Development,WD153,163.0,,,,163.0,,353.0,7,Waterford Institute of Technology,,,,,,,,,,,,WD
1434,Information and Communication Technologies (ICTs),Information Technology,WD155,211.0,,,,211.0,,338.0,7,Waterford Institute of Technology,,,,,,,,,,,,WD
1435,Business and administration,Business,WD159,195.0,,,,195.0,,388.0,7,Waterford Institute of Technology,,,,,,,,,,,,WD
1436,Information and Communication Technologies (ICTs),Computer Forensics and Security,WD161,255.0,,,,255.0,,380.0,8,Waterford Institute of Technology,,,,,,,,,,,,WD
1437,Architecture and construction,Quantity Surveying,WD162,216.0,,,,216.0,,306.0,8,Waterford Institute of Technology,,,,,,,,,,,,WD
1438,Social and behavioural sciences,Psychology,WD163,434.0,,,,434.0,,473.0,8,Waterford Institute of Technology,,,,,,,,,,,,WD
1439,Biological and related sciences,Food Science with Business,WD164,309.0,,,,309.0,,440.0,7,Waterford Institute of Technology,,,,,,,,,,,,WD
1440,Personal services,Culinary Arts,WD172,,,,,,,301.0,6,Waterford Institute of Technology,,avp,,,,,,,,,,WD
1441,Personal services,Hospitality Studies,WD173,,,,,,,310.0,6,Waterford Institute of Technology,,,,,,,,,,,,WD
1442,Personal services,Tourism,WD174,,,,,,,226.0,6,Waterford Institute of Technology,,,,,,,,,,,,WD
1443,Physical sciences,Pharmaceutical Science,WD175,226.0,,,,226.0,,392.0,7,Waterford Institute of Technology,,,,,,,,,,,,WD
1444,Biological and related sciences,"Science (Mol. Biology with Biopharm.,Food Science with Business,Pharm.)",WD177,222.0,,,,222.0,,473.0,7,Waterford Institute of Technology,,,,,,,,,,,,WD
1445,Engineering and engineering trades,Electrical Engineering,WD182,,,,,,,302.0,7,Waterford Institute of Technology,,,,,,,,,,,,WD
1446,Business and administration,Retail Management,WD184,163.0,,,,163.0,,346.0,7,Waterford Institute of Technology,,,,,,,,,,,,WD
1447,Personal services,Sports Coaching and Performance,WD186,270.0,,,,270.0,,344.0,8,Waterford Institute of Technology,,,,,,,,,,,,WD
1448,Welfare,Social Science,WD187,272.0,,,,272.0,,348.0,8,Waterford Institute of Technology,,,,,,,,,,,,WD
1449,Health,Applied Health Care,WD188,201.0,,,,201.0,,349.0,7,Waterford Institute of Technology,,,,,,,,,,,,WD
1450,Agriculture,Agricultural Science,WD191,377.0,,,,377.0,,420.0,8,Waterford Institute of Technology,,,,,,,,,,,,WD
1451,Welfare,Social Care Practice,WD192,270.0,,,,270.0,,326.0,8,Waterford Institute of Technology,,,,,,,,,,,,WD
1452,Business and administration,Marketing and Digital Media,WD193,271.0,,,,271.0,,347.0,8,Waterford Institute of Technology,,,,,,,,,,,,WD
1453,Personal services,Culinary Arts,WD194,217.0,,,,217.0,,321.0,8,Waterford Institute of Technology,,,,,,,,,,,,WD
1454,Architecture and construction,Architectural and Building Information Modelling Technology,WD195,279.0,,,,279.0,,367.0,8,Waterford Institute of Technology,,,,,,,,,,,,WD
1455,Arts,Arts (options),WD200,,,,,,,336.0,8,Waterford Institute of Technology,,avp,,,,,,,,,,WD
1456,Health,Molecular Biology with Biopharmaceutical Science,WD205,228.0,,,,228.0,,446.0,7,Waterford Institute of Technology,,,,,,,,,,,,WD
1457,Engineering and engineering trades,Electronic Engineering,WD206,179.0,,,,179.0,,373.0,7,Waterford Institute of Technology,,,,,,,,,,,,WD
1458,Engineering and engineering trades,Mechanical Engineering,WD207,198.0,,,,198.0,,365.0,7,Waterford Institute of Technology,,,,,,,,,,,,WD
1459,Manufacturing and processing,Manufacturing Engineering,WD208,188.0,,,,188.0,,339.0,7,Waterford Institute of Technology,,,,,,,,,,,,WD
1460,Information and Communication Technologies (ICTs),Software Systems Development,WD210,279.0,,,,279.0,,337.0,8,Waterford Institute of Technology,,,,,,,,,,,,WD
1461,Information and Communication Technologies (ICTs),Creative Computing,WD211,271.0,,,,271.0,,318.0,8,Waterford Institute of Technology,,,,,,,,,,,,WD
1462,Personal services,Recreation and Sport Management,WD212,270.0,,,,270.0,,349.0,8,Waterford Institute of Technology,,,,,,,,,,,,WD
