,Course Code,Course,EOS,Mid,Level,hei_code
458,TR032,Engineering,487.0,520.0,8,TR
459,TR033,Computer Science,465.0,488.0,8,TR
460,TR034,Management Science and Information Systems Studies,589.0,602.0,8,TR
461,TR035,Theoretical Physics,554.0,601.0,8,TR
462,TR038,Engineering with Management,499.0,543.0,8,TR
463,TR039,Computer Science and Language,435.0,498.0,8,TR
464,TR040,Middle Eastern and European Languages and Cultures,485.0,518.0,8,TR
465,TR041,Religion,347.0,393.0,8,TR
466,TR051,Medicine (HPAT required),730.0,739.0,8,TR
467,TR052,Dental Science,590.0,602.0,8,TR
468,TR053,Physiotherapy,533.0,544.0,8,TR
469,TR054,Occupational Therapy,500.0,520.0,8,TR
470,TR055,Radiation Therapy,510.0,521.0,8,TR
471,TR056,Human Health and Disease,543.0,565.0,8,TR
472,TR060,Biological and Biomedical Sciences,510.0,542.0,8,TR
473,TR061,Chemical Sciences,488.0,520.0,8,TR
474,TR062,Geography and Geoscience,435.0,485.0,8,TR
475,TR063,Physical Sciences,498.0,543.0,8,TR
476,TR072,Pharmacy,555.0,577.0,8,TR
477,TR080,Global Business,565.0,577.0,8,TR
478,TR081,"Business, Economic and Social Studies (BESS)",518.0,542.0,8,TR
479,TR082,Computer Science and Business,510.0,542.0,8,TR
480,TR083,Sociology and Social Policy,451.0,474.0,8,TR
481,TR084,Social Studies (Social Work),420.0,462.0,8,TR
482,TR085,Business Studies and French,509.0,553.0,8,TR
483,TR086,Business Studies and German,474.0,495.0,8,TR
484,TR087,Business Studies and Russian,467.0,487.0,8,TR
485,TR089,Business Studies and Polish,393.0,434.0,8,TR
486,TR090,Business Studies and Spanish,510.0,543.0,8,TR
487,TR091,General Nursing (Meath and St James`s),393.0,420.0,8,TR
488,TR093,General Nursing (Adelaide School of Nursing),378.0,409.0,8,TR
489,TR095,Mental Health Nursing,358.0,377.0,8,TR
490,TR097,Intellectual Disability Nursing,346.0,350.0,8,TR
491,TR911,Children`s and General Nursing (Integrated),476.0,487.0,8,TR
492,TR913,Midwifery,423.0,462.0,8,TR
493,DN100,Architecture,473.0,509.0,8,DN
494,DN120,Landscape Architecture,353.0,403.0,8,DN
495,DN130,City Planning and Environmental Policy,367.0,421.0,8,DN
496,DN150,Engineering (Common Entry),511.0,554.0,8,DN
497,DN200,Science (options),521.0,554.0,8,DN
498,DN201,Computer Science (Common Entry),488.0,509.0,8,DN
499,DN230,Actuarial and Financial Studies,577.0,589.0,8,DN
500,DN250,Agricultural Science (options),420.0,462.0,8,DN
501,DN252,Dairy Business,398.0,428.0,8,DN
502,DN253,Agri - Environmental Sciences,403.0,419.0,8,DN
503,DN261,Food Science,434.0,467.0,8,DN
504,DN262,Human Nutrition,493.0,510.0,8,DN
505,DN271,Forestry,303.0,361.0,8,DN
506,DN272,"Horticulture, Landscape and Sportsturf Management",252.0,312.0,8,DN
507,DN300,Veterinary Medicine - Undergraduate Entry,567.0,589.0,8,DN
508,DN301,Veterinary Medicine - Graduate Entry,,,8,DN
509,DN310,Veterinary Nursing,441.0,487.0,8,DN
510,DN400,Medicine - Undergraduate Entry (HPAT required),735.0,745.0,8,DN
511,DN401,Medicine - Graduate Entry (GAMSAT required),59.0,61.0,8,DN
512,DN410,Radiography,507.0,522.0,8,DN
513,DN411,Radiography - Graduate Entry,,,8,DN
514,DN420,Physiotherapy,542.0,555.0,8,DN
515,DN425,Health and Performance Science,488.0,509.0,8,DN
516,DN430,Sport and Exercise Management,436.0,455.0,8,DN
517,DN440,"Biomedical, Health and Life Sciences",565.0,579.0,8,DN
518,DN450,General Nursing,398.0,420.0,8,DN
519,DN451,Children`s and General Nursing (Integrated),462.0,499.0,8,DN
520,DN452,Midwifery,409.0,452.0,8,DN
521,DN453,Mental Health Nursing,379.0,403.0,8,DN
522,DN520,Arts (Two Subjects),336.0,408.0,8,DN
523,DN530,Humanities (options),348.0,411.0,8,DN
524,DN541,Modern Languages (options),348.0,412.0,8,DN
525,DN600,Law (options),520.0,532.0,8,DN
526,DN610,Business and Law,521.0,543.0,8,DN
527,DN650,Commerce,498.0,510.0,8,DN
528,DN660,Commerce International (options),507.0,531.0,8,DN
529,DN670,Economics and Finance,601.0,601.0,8,DN
530,DN700,Social Sciences (options),388.0,441.0,8,DN
531,DN710,Economics,476.0,488.0,8,DN
532,DN720,Psychology,517.0,531.0,8,DN
533,DN750,Social Policy and Sociology,330.0,366.0,8,DN
534,DK810,Accounting and Finance,306.0,391.0,8,DK
535,DK816,Business Studies,300.0,357.0,8,DK
536,DK820,Computing in Games Development,307.0,369.0,8,DK
537,DK821,Computing in Software Development,301.0,347.0,8,DK
538,DK830,Building Surveying,302.0,349.0,8,DK
539,DK831,Architectural Technology,301.0,366.0,8,DK
540,DK832,Construction Management,300.0,329.0,8,DK
541,DK843,Engineering (Common Entry),303.0,402.0,8,DK
542,DK860,Music,499.0,649.0,8,DK
543,DK861,Arts,300.0,358.0,8,DK
544,DK862,Social Care,300.0,338.0,8,DK
545,DK863,Creative Media,300.0,376.0,8,DK
546,DK864,Film and Television Production,300.0,332.0,8,DK
547,DK865,Audio and Music Production,301.0,346.0,8,DK
548,DK870,General Nursing,392.0,401.0,8,DK
549,DK872,Intellectual Disability Nursing,300.0,317.0,8,DK
550,DK874,Mental Health Nursing,356.0,378.0,8,DK
551,DK876,Early Childhood Studies,305.0,359.0,8,DK
552,DK877,Midwifery,398.0,441.0,8,DK
553,DK880,Health and Physical Activity,300.0,367.0,8,DK
554,DK882,Agriculture (Award options),303.0,358.0,8,DK
555,DK883,Science (Award options),300.0,369.0,8,DK
556,GA181,Accounting,303.0,378.0,8,GA
557,GA182,Business,290.0,347.0,8,GA
558,GA183,Business Information Systems,309.0,373.0,8,GA
559,GA184,Marketing and Sales,307.0,348.0,8,GA
560,GA185,Finance and Economics,307.0,398.0,8,GA
561,GA186,Business with Entrepreneurship,297.0,328.0,8,GA
562,GA187,Rural Enterprise and Agri-Business (Mountbellew Campus),280.0,367.0,8,GA
563,GA281,Film and Documentary,287.0,360.0,8,GA
564,GA282,Heritage Studies,238.0,308.0,8,GA
565,GA283,Contemporary Art,260.0,340.0,8,GA
566,GA284,Design,309.0,377.0,8,GA
567,GA380,International Hotel Management,225.0,289.0,8,GA
568,GA381,International Tourism Management,261.0,290.0,8,GA
569,GA382,Culinary and Gastronomic Science,225.0,316.0,8,GA
570,GA384,Event Management with Public Relations,209.0,289.0,8,GA
571,GA385,Retail Management,219.0,319.0,8,GA
572,GA480,Construction Management,260.0,312.0,8,GA
573,GA482,Quantity Surveying and Construction Economics,280.0,340.0,8,GA
574,GA483,Architectural Technology,251.0,321.0,8,GA
575,GA484,Civil Engineering,270.0,362.0,8,GA
576,GA580,Software and Electronic Engineering,301.0,351.0,8,GA
577,GA680,Mechanical Engineering,336.0,389.0,8,GA
578,GA681,Energy Engineering,281.0,328.0,8,GA
579,GA682,Biomedical Engineering,331.0,383.0,8,GA
580,GA683,Agricultural Engineering,301.0,365.0,8,GA
581,GA684,Engineering (Common entry to Agri/Biomed/Energy/Mech Eng),346.0,406.0,8,GA
582,GA780,Applied Freshwater and Marine Biology,300.0,360.0,8,GA
583,GA781,Applied Biology and Biopharmaceutical Science,317.0,376.0,8,GA
584,GA782,Chemical and Pharmaceutical Science,307.0,346.0,8,GA
585,GA783,Physics and Instrumentation,373.0,378.0,8,GA
586,GA784,Science (Undenominated),327.0,377.0,8,GA
587,GA785,Medical Science,451.0,486.0,8,GA
588,GA786,Forensic Science and Analysis,300.0,366.0,8,GA
589,GA787,Computing in Software Development,275.0,327.0,8,GA
590,GA788,Computing and Digital Media,270.0,327.0,8,GA
591,GA789,Agriculture and Environmental Management (Mountbellew Campus),297.0,339.0,8,GA
592,GA790,Sport and Exercise Science,350.0,379.0,8,GA
593,GA791,Public Health Nutrition,364.0,397.0,8,GA
594,GA880,General Nursing - Mayo Campus,389.0,400.0,8,GA
595,GA882,Psychiatric Nursing - Mayo Campus,346.0,370.0,8,GA
596,GA885,Outdoor Education - Mayo Campus,210.0,298.0,8,GA
597,GA887,History and Geography - Mayo Campus,228.0,296.0,8,GA
598,GA889,Applied Social Care - Mayo Campus,260.0,297.0,8,GA
599,GA890,Early Childhood Care and Education - Mayo Campus,278.0,319.0,8,GA
600,GA980,Education (Design Graphics and Construction) - Letterfrack Campus,376.0,389.0,8,GA
601,GA981,Furniture Design and Manufacture - Letterfrack Campus,271.0,350.0,8,GA
602,GA982,Furniture and Wood Technology - Letterfrack Campus,270.0,352.0,8,GA
603,GY101,Arts (Joint-Honours),300.0,374.0,8,GY
604,GY104,Arts (Psychology),507.0,529.0,8,GY
605,GY105,Arts (History),318.0,358.0,8,GY
606,GY107,Na Dána (Gaeilge agus Léann an Aistriúcháin),330.0,397.0,8,GY
607,GY109,Arts (Mathematics and Education),411.0,487.0,8,GY
608,GY110,Arts with Children's Studies,382.0,409.0,8,GY
609,GY111,Arts with Creative Writing,402.0,472.0,8,GY
610,GY112,Arts with Film Studies,338.0,370.0,8,GY
611,GY113,Arts with Human Rights,338.0,409.0,8,GY
612,GY115,Arts with Performing Arts Studies,328.0,367.0,8,GY
613,GY118,"Arts (Drama, Theatre and Performance Studies)",410.0,451.0,8,GY
614,GY119,Journalism,410.0,475.0,8,GY
615,GY120,"Arts (Child, Youth and Family: Policy and Practice)",309.0,346.0,8,GY
616,GY121,Arts (Children's Studies),356.0,389.0,8,GY
617,GY122,Na Dána (Cumarsáid agus Gaeilge) ,308.0,399.0,8,GY
618,GY123,BSc (Applied Social Sciences),357.0,388.0,8,GY
619,GY124,Arts (Arts with Data Science),434.0,466.0,8,GY
620,GY125,Arts (Digital Arts and Technology),324.0,379.0,8,GY
621,GY126,Arts (English and Media Studies),418.0,451.0,8,GY
622,GY127,Arts (Film and Digital Media),387.0,435.0,8,GY
623,GY128,Arts (Global Languages),370.0,440.0,8,GY
624,GY129,Arts (International),408.0,477.0,8,GY
625,GY130,Arts (Music),400.0,444.0,8,GY
626,GY131,Arts (History and Globalisation Studies),340.0,431.0,8,GY
627,GY132,"Government (Politics, Economics and Law)",402.0,444.0,8,GY
628,GY133,Education (Computer Science and Mathematical  Studies),401.0,466.0,8,GY
629,GY201,Commerce,420.0,453.0,8,GY
630,GY202,Commerce (International) with French,484.0,513.0,8,GY
631,GY203,Commerce (International) with German,489.0,541.0,8,GY
632,GY204,Commerce (International) with Spanish,484.0,500.0,8,GY
633,GY206,Business Information Systems (Work Placement & Optional Int`l Study),431.0,445.0,8,GY
634,GY207,Commerce (Accounting) including optional Global Experience year,486.0,510.0,8,GY
635,GY208,Commerce (Gaeilge),473.0,488.0,8,GY
636,GY209,Commerce (Global Experience),509.0,531.0,8,GY
637,GY250,Law & Business,436.0,467.0,8,GY
638,GY251,Law,473.0,498.0,8,GY
639,GY252,Law & Human Rights,510.0,521.0,8,GY
640,GY261,"Business Studies (International Hotel Management, Shannon)",486.0,615.0,8,GY
641,GY262,"Commerce (International Hotel Management, Shannon)",671.0,726.0,8,GY
642,GY301,Science,400.0,456.0,8,GY
643,GY303,Biomedical Science,533.0,566.0,8,GY
644,GY304,Biotechnology,473.0,507.0,8,GY
645,GY308,Environmental Science,413.0,440.0,8,GY
646,GY309,Financial Mathematics and Economics,454.0,498.0,8,GY
647,GY310,Marine Science,409.0,456.0,8,GY
648,GY313,Environmental Health and Safety,402.0,435.0,8,GY
649,GY314,Earth and Ocean Sciences,402.0,425.0,8,GY
650,GY318,Biopharmaceutical Chemistry,510.0,532.0,8,GY
651,GY319,Mathematical Science,456.0,531.0,8,GY
652,GY320,"Physics (Degree options: Applied,Astrophysics,Biomedical,Theoretical)",401.0,487.0,8,GY
653,GY350,Computer Science and Information Technology,425.0,466.0,8,GY
654,GY401,Engineering (Undenominated),444.0,499.0,8,GY
655,GY402,Civil Engineering,509.0,543.0,8,GY
656,GY405,Mechanical Engineering,443.0,499.0,8,GY
657,GY406,Electronic and Computer Engineering,509.0,547.0,8,GY
658,GY408,Biomedical Engineering,519.0,543.0,8,GY
659,GY410,Project and Construction Management,434.0,464.0,8,GY
660,GY413,Energy Systems Engineering,532.0,589.0,8,GY
661,GY414,Electrical and Electronic Engineering,454.0,487.0,8,GY
662,GY501,"Medicine (five year/six year course, HPAT required)",726.0,731.0,8,GY
663,GY502,Occupational Therapy,532.0,543.0,8,GY
664,GY503,Speech and Language Therapy,529.0,543.0,8,GY
665,GY504,Podiatric Medicine,434.0,463.0,8,GY
666,GY515,General Nursing (Galway and Portiuncula),442.0,466.0,8,GY
667,GY516,Mental Health Nursing,388.0,413.0,8,GY
668,GY517,Midwifery,429.0,468.0,8,GY
669,LY108,Business - Accounting,318.0,399.0,8,LY
670,LY118,Business,287.0,352.0,8,LY
671,LY208,Law,300.0,359.0,8,LY
672,LY218,Business - with Spanish/Irish options,298.0,367.0,8,LY
673,LY228,Sports and Exercise (Common Entry),278.0,330.0,8,LY
674,LY408,Design (Common Entry),307.0,368.0,8,LY
675,LY508,Fire Safety Engineering,270.0,299.0,8,LY
676,LY518,Quantity Surveying,307.0,368.0,8,LY
677,LY528,Construction Management,267.0,291.0,8,LY
678,LY608,Mechanical Engineering,304.0,333.0,8,LY
679,LY618,Electronics and Embedded Systems,307.0,339.0,8,LY
680,LY708,Applied Computing,300.0,348.0,8,LY
681,LY818,Science (Common Entry),302.0,371.0,8,LY
682,LY828,Agriculture (Common Entry),300.0,342.0,8,LY
683,LY908,General Nursing,383.0,390.0,8,LY
684,LY918,Psychiatric Nursing,291.0,332.0,8,LY
685,LY928,Intellectual Disability Nursing,288.0,299.0,8,LY
686,LY968,"Early Childhood Care, Health and Education",300.0,336.0,8,LY
687,LY978,Health & Social Care (Common Entry),260.0,299.0,8,LY
688,MI001,Contemporary & Applied Theatre Studies,345.0,381.0,8,MI
689,MI002,Arts (offered in conjunction with the University of Limerick),300.0,378.0,8,MI
690,MI005,Education - Primary Teaching,473.0,506.0,8,MI
691,MI006,Education - Primary Teaching (Gaeltacht Applicants),442.0,473.0,8,MI
692,MI007,Early Childhood Care and Education,366.0,402.0,8,MI
693,MI008,Education and Psychology - Primary Teaching,543.0,555.0,8,MI
694,MI009,"Education, Business Studies and Accounting (Thurles Campus)",392.0,420.0,8,MI
695,MI010,"Education, Business Studies and Religious Studies (Thurles Campus)",326.0,355.0,8,MI
696,MI011,"Education, Irish and Religious Studies (Thurles Campus)",377.0,387.0,8,MI
697,MI012,"Education, Irish and Business Studies (Thurles Campus)",398.0,440.0,8,MI
698,MI013,"Education, Mathematics and Gaeilge (Thurles Campus)",433.0,465.0,8,MI
699,CI101,Counselling and Psychotherapy (Limerick),276.0,328.0,8,CI
700,LC110,"Art and Design (Common Entry, portfolio)",734.0,918.0,8,LC
701,LC114,Fashion and Textiles for Product and Costume (portfolio),900.0,988.0,8,LC
702,LC220,Digital Marketing,254.0,288.0,8,LC
703,LC223,Law and Taxation,308.0,372.0,8,LC
704,LC224,Accounting and Finance,299.0,382.0,8,LC
705,LC225,Marketing and Management,298.0,337.0,8,LC
706,LC226,Enterprise and Innovation,216.0,298.0,8,LC
707,LC233,Software Development,300.0,371.0,8,LC
708,LC234,Interactive Digital Media,219.0,288.0,8,LC
709,LC236,Internet Systems Development,298.0,319.0,8,LC
710,LC239,Computer Networks and Systems Management,335.0,347.0,8,LC
711,LC241,Construction Management,276.0,303.0,8,LC
712,LC242,Property Valuation and Management,292.0,328.0,8,LC
713,LC243,Quantity Surveying,281.0,360.0,8,LC
714,LC248,Built Environment (Common Entry),307.0,350.0,8,LC
715,LC252,Civil Engineering Management,281.0,331.0,8,LC
716,LC263,Clinical Technology,282.0,359.0,8,LC
717,LC265,Forensic and Pharmaceutical Sciences,335.0,368.0,8,LC
718,LC266,Drug and Medicinal Product Analysis,236.0,299.0,8,LC
719,LC275,Electrical Engineering,288.0,340.0,8,LC
720,LC288,Mechanical Engineering,307.0,360.0,8,LC
721,LC289,Precision Engineering,280.0,369.0,8,LC
722,LC292,Social Care Work,360.0,389.0,8,LC
723,LC293,Business Studies with Travel and Tourism Management,299.0,326.0,8,LC
724,LC294,Business Studies with Event Management,271.0,300.0,8,LC
725,LC295,Business Studies with Sports Management,263.0,298.0,8,LC
726,LC297,Community Development,217.0,269.0,8,LC
727,LC320,Business,337.0,378.0,8,LC
728,LC330,Business with Computing,298.0,326.0,8,LC
729,LC340,Interior Design,298.0,349.0,8,LC
730,LC362,Biotechnology and Biopharmaceutical Sciences,379.0,402.0,8,LC
731,LC371,Creative Broadcast and Film Production,298.0,339.0,8,LC
732,LC372,Music Technology and Production,321.0,369.0,8,LC
733,LC374,Renewable and Electrical Energy Engineering,317.0,368.0,8,LC
734,LC375,Industrial Automation & Robotic Systems,321.0,368.0,8,LC
735,LC376,Electronic Engineering,308.0,346.0,8,LC
736,LC380,Automotive Engineering and Transport Management,282.0,329.0,8,LC
737,LC392,Beauty and Spa Management,217.0,318.0,8,LC
738,LC393,Early Childhood Education & Care,260.0,309.0,8,LC
739,LC401,Early Childhood Education & Care (Thurles),298.0,387.0,8,LC
740,LC402,Social Care Work (Thurles),209.0,290.0,8,LC
741,LC408,Environmental and Geographical Sciences (Thurles),262.0,346.0,8,LC
742,LC411,Marketing and Management (Thurles),226.0,300.0,8,LC
743,LC418,Computing - Games Design and Development (Thurles),271.0,318.0,8,LC
744,LC422,Sports Strength and Conditioning (Thurles),288.0,333.0,8,LC
745,LC434,Environmental Management in Agriculture (Thurles),278.0,347.0,8,LC
746,LC502,"Game Art and Design (Clonmel, portfolio)",838.0,950.0,8,LC
747,LC517,Creative Media and Design (Clonmel),229.0,273.0,8,LC
748,LC518,"Digital Animation Production (Clonmel, portfolio)",816.0,962.0,8,LC
749,LC612,Social Care Work (Ennis),319.0,338.0,8,LC
750,LC613,Early Childhood Education & Care (Ennis),346.0,388.0,8,LC
751,LM002,Arts (offered in conjunction with Mary Immaculate College),329.0,388.0,8,LM
752,LM020,Law and Accounting,436.0,476.0,8,LM
753,LM026,Performing Arts (audition required),307.0,367.0,8,LM
754,LM028,Criminal Justice,387.0,409.0,8,LM
755,LM029,Law Plus,473.0,499.0,8,LM
756,LM038,Psychology and Sociology,478.0,489.0,8,LM
757,LM039,Journalism and New Media,388.0,430.0,8,LM
758,LM040,European Studies,350.0,462.0,8,LM
759,LM044,Applied Languages,404.0,473.0,8,LM
760,LM050,Business Studies,419.0,455.0,8,LM
761,LM056,International Business,511.0,543.0,8,LM
762,LM058,Financial Mathematics,434.0,543.0,8,LM
763,LM063,Technology Management,372.0,409.0,8,LM
764,LM068,Food Science and Health,400.0,430.0,8,LM
765,LM076,Product Design and Technology (portfolio required),402.0,466.0,8,LM
766,LM077,Aeronautical Engineering,469.0,531.0,8,LM
767,LM082,Construction Management and Engineering,368.0,404.0,8,LM
768,LM089,Sport and Exercise Sciences,441.0,466.0,8,LM
769,LM090,Physical Education with concurrent Teacher Education,498.0,520.0,8,LM
770,LM092,Science with Teacher Ed (Biology with Physics/Chemistry/Ag Science),478.0,509.0,8,LM
771,LM093,Equine Science,338.0,381.0,8,LM
772,LM094,Materials and Architectural Technology with concurrent Teacher Education,405.0,433.0,8,LM
773,LM095,Materials and Engineering Technology with concurrent Teacher Education,358.0,409.0,8,LM
774,LM096,Science with Teacher Ed (Physical Sciences with Chemistry and Physics),382.0,422.0,8,LM
775,LM099,Architecture (portfolio required),419.0,473.0,8,LM
776,LM100,Physiotherapy,565.0,577.0,8,LM
777,LM101,Medicine  - Graduate Entry (GAMSAT required),55.0,57.0,8,LM
778,LM102,Psychology,495.0,519.0,8,LM
779,LM103,Paramedic Studies (B and C1 Drivers Licence),313.0,403.0,8,LM
780,LM115,Chemical and Biochemical Engineering,456.0,520.0,8,LM
781,LM116,Engineering (Biomedical/Civil/Design and Manufacture/Mechanical),434.0,498.0,8,LM
782,LM118,Electronic and Computer Engineering,401.0,498.0,8,LM
783,LM121,Computer Science (Computer Systems/Games Dev/Mobile Comm Security),352.0,420.0,8,LM
784,LM122,Creative Media and Interaction Design (Digital Design/Music Media Tech),330.0,430.0,8,LM
785,LM123,Biological & Chemical Sciences (Biosci/Envir Sci/Ind Bio/IndPharma Chem),412.0,455.0,8,LM
786,LM124,Mathematics (Math Science/Maths and Physics/Economics and Math Scienc,427.0,521.0,8,LM
787,LM125,Physics (Applied Physics/Mathematics and Physics),405.0,509.0,8,LM
788,LM150,General Nursing,440.0,463.0,8,LM
789,LM152,Mental Health Nursing,388.0,418.0,8,LM
790,LM154,Intellectual Disability Nursing,381.0,408.0,8,LM
791,LM156,Midwifery,429.0,444.0,8,LM
792,MU001,Theology and Arts,290.0,318.0,8,MU
793,MU002,Theology,292.0,377.0,8,MU
794,MH001,Education - Primary Teaching (Froebel),496.0,520.0,8,MH
795,MH002,Education - Primary Teaching - Gaeltacht Applicants (Froebel),441.0,,8,MH
796,MH101,Arts,316.0,369.0,8,MH
797,MH103,Music,,367.0,8,MH
798,MH106,Psychology - 3 years,495.0,499.0,8,MH
799,MH107,Social Science,326.0,349.0,8,MH
800,MH109,Media Studies,317.0,377.0,8,MH
801,MH116,Community and Youth Work (Full-Time),,271.0,8,MH
802,MH201,Science,350.0,392.0,8,MH
803,MH202,Biotechnology,429.0,446.0,8,MH
804,MH204,Physics with Astrophysics,420.0,488.0,8,MH
805,MH206,Theoretical Physics and Mathematics,498.0,566.0,8,MH
806,MH207,Data Science,434.0,466.0,8,MH
807,MH208,Biological and Biomedical Sciences,451.0,476.0,8,MH
808,MH209,Psychology (through Science) - 4 years,473.0,485.0,8,MH
809,MH210,Pharmaceutical and Biomedical Chemistry,446.0,466.0,8,MH
810,MH212,Science/Computer Science/Mathematics (with Education) - options,444.0,476.0,8,MH
811,MH304,Engineering (Computer/Electronic/Communications),371.0,423.0,8,MH
812,MH305,Product Design,358.0,411.0,8,MH
813,MH306,Robotics and Intelligent Devices,361.0,424.0,8,MH
814,MH401,Finance (options),352.0,392.0,8,MH
815,MH402,Quantitative Finance,476.0,487.0,8,MH
816,MH403,Accounting and Finance,402.0,432.0,8,MH
817,MH404,Business (options),400.0,429.0,8,MH
818,MH405,Equine Business,357.0,398.0,8,MH
819,MH407,Business and Accounting,401.0,420.0,8,MH
820,MH411,Entrepreneurship,358.0,388.0,8,MH
821,MH501,LLB Law - four year Single Major Law programme,451.0,476.0,8,MH
822,MH502,Law (options),410.0,442.0,8,MH
823,MH601,Computer Science through Arts (options),342.0,369.0,8,MH
824,MH602,Computer Science through Science (options),357.0,413.0,8,MH
825,MH603,Computational Thinking,520.0,543.0,8,MH
826,MH801,Early Childhood - Teaching and Learning (part-time),347.0,358.0,8,MH
827,MH802,"Community and Youth Work (part-time, in service",,,8,MH
828,MH803,"Local Studies or Community Studies (part-time, evening)- Mature Students",,,8,MH
829,AS001,"Education, Home Economics and Biology - with concurrent Teacher Ed",456.0,497.0,8,AS
830,AS002,"Education, Home Economics and Religious Ed - with concurrent Teacher Ed",400.0,433.0,8,AS
831,AS003,"Education, Home Economics and Irish - with concurrent Teacher Ed",421.0,457.0,8,AS
832,AS051,"Nutrition, Food and Business Management",337.0,399.0,8,AS
833,AS054,Home Economics,387.0,401.0,8,AS
834,AS110,General Nursing,391.0,409.0,8,AS
835,AS130,Intellectual Disability Nursing,317.0,338.0,8,AS
836,SG141,Business,252.0,317.0,8,SG
837,SG142,Business in International Marketing and Sales with French,270.0,388.0,8,SG
838,SG144,Business in International Marketing and Sales with Spanish,280.0,388.0,8,SG
839,SG146,Accounting,307.0,347.0,8,SG
840,SG147,Sport with Business,269.0,316.0,8,SG
841,SG148,Tourism with Event Management,246.0,282.0,8,SG
842,SG149,Business in Finance and Investment,262.0,357.0,8,SG
843,SG241,Performing Arts,279.0,348.0,8,SG
844,SG242,Early Childhood Care and Education,278.0,318.0,8,SG
845,SG243,Social Care Practice,297.0,338.0,8,SG
846,SG244,Fine Art,355.0,496.0,8,SG
847,SG245,Creative Design,261.0,338.0,8,SG
848,SG246,Computing,295.0,368.0,8,SG
849,SG247,English and Psychology,308.0,336.0,8,SG
850,SG248,Sociology and Politics,282.0,320.0,8,SG
851,SG249,Writing and Literature,279.0,338.0,8,SG
852,SG250,Application Design and User Experience,290.0,431.0,8,SG
853,SG251,Computing (Smart Technologies),303.0,391.0,8,SG
854,SG252,Software Development,300.0,354.0,8,SG
855,SG253,Computer Networks and Cloud Infrastructure,273.0,341.0,8,SG
856,SG343,Quantity Surveying,261.0,302.0,8,SG
857,SG346,Construction Project Management and Applied Technology,289.0,351.0,8,SG
858,SG347,Architecture,309.0,357.0,8,SG
859,SG441,Environmental Science,297.0,358.0,8,SG
860,SG442,Occupational Safety and Health,289.0,330.0,8,SG
861,SG443,Human Nutrition,357.0,419.0,8,SG
862,SG444,Science (Undenominated),308.0,369.0,8,SG
863,SG445,Pharmaceutical Science with Drug Development,347.0,369.0,8,SG
864,SG446,Applied Archaeology,289.0,290.0,8,SG
865,SG447,Health Science and Physical Activity,316.0,363.0,8,SG
866,SG448,Forensic Investigation and Analysis,306.0,348.0,8,SG
867,SG449,Medical Biotechnology,329.0,352.0,8,SG
868,TL801,Animation Visual Effects and Motion Design,281.0,341.0,8,TL
869,TL802,"TV, Radio and New Media",306.0,356.0,8,TL
870,TL803,Music Technology,264.0,288.0,8,TL
871,TL810,Computing with Software Development,309.0,341.0,8,TL
872,TL811,Computing with Games Development,310.0,334.0,8,TL
873,TL812,Computing with Digital Media,369.0,369.0,8,TL
874,TL815,Computing (Degree Award options),308.0,378.0,8,TL
875,TL823,Event Management (3 year programme),291.0,346.0,8,TL
876,TL831,Business Studies (Major Specialism in: Acctng or Mktg or Mgmnt),307.0,372.0,8,TL
877,TL842,Construction Management,,,8,TL
878,TL844,Agricultural Engineering,311.0,368.0,8,TL
879,TL845,Civil Engineering,300.0,364.0,8,TL
880,TL847,Manufacturing Engineering,,,8,TL
881,TL848,Agricultural Science,331.0,362.0,8,TL
882,TL851,Wildlife Biology (Degree Award options),310.0,362.0,8,TL
883,TL855,Pharmaceutical Science (Degree Award options),342.0,386.0,8,TL
884,TL858,Veterinary Bioscience,326.0,369.0,8,TL
885,TL871,Health and Leisure (Degree Award options),303.0,346.0,8,TL
886,TL872,Health and Leisure with Massage,288.0,357.0,8,TL
887,TL873,Coaching and Sports Performance,282.0,336.0,8,TL
888,TL880,Early Childhood Care and Education,307.0,347.0,8,TL
889,TL881,Social Care,308.0,356.0,8,TL
890,TL889,Counselling with Addiction - Mature applicants only,,,8,TL
891,TL890,General Nursing and Mature Applicants,407.0,431.0,8,TL
892,TL891,Mental Health Nursing and Mature Applicants,367.0,379.0,8,TL
893,WD001,Applied Computing (options),279.0,358.0,8,WD
894,WD002,Science (options),302.0,377.0,8,WD
895,WD005,Health Sciences (options),288.0,347.0,8,WD
896,WD006,Exercise Sciences (options),282.0,337.0,8,WD
897,WD007,Engineering (options),287.0,382.0,8,WD
898,WD025,Construction Management and Engineering,269.0,327.0,8,WD
899,WD027,Music,290.0,317.0,8,WD
900,WD048,Business (options),278.0,357.0,8,WD
901,WD084,Accounting,307.0,403.0,8,WD
902,WD091,Hospitality Management,210.0,281.0,8,WD
903,WD116,General Nursing,413.0,430.0,8,WD
904,WD117,Psychiatric Nursing,361.0,382.0,8,WD
905,WD120,Intellectual Disability Nursing,338.0,359.0,8,WD
906,WD134,International Business,289.0,350.0,8,WD
907,WD137,Design (Visual Communications),253.0,373.0,8,WD
908,WD140,Laws,290.0,352.0,8,WD
909,WD144,Architecture,283.0,385.0,8,WD
910,WD147,Pharmaceutical Science,298.0,363.0,8,WD
911,WD148,Tourism Marketing,269.0,338.0,8,WD
912,WD149,Early Childhood Studies,288.0,336.0,8,WD
913,WD150,Criminal Justice Studies,271.0,311.0,8,WD
914,WD152,Visual Art,253.0,323.0,8,WD
