,Course Code,Course,EOS,Mid,Level,hei_code
915,WD161,Computer Forensics and Security,262.0,401.0,8,WD
916,WD162,Quantity Surveying,260.0,320.0,8,WD
917,WD163,Psychology,390.0,429.0,8,WD
918,WD186,Sports Coaching and Performance,276.0,327.0,8,WD
919,WD187,Social Science,271.0,321.0,8,WD
920,WD191,Agricultural Science,378.0,421.0,8,WD
921,WD192,Social Care Practice,279.0,323.0,8,WD
922,WD193,Marketing and Digital Media,290.0,358.0,8,WD
923,WD194,Culinary Arts,235.0,331.0,8,WD
924,WD195,Architectural and Building Information Modelling Technology,266.0,305.0,8,WD
925,WD200,Arts (options),221.0,296.0,8,WD
926,WD210,Software Systems Development,271.0,329.0,8,WD
927,WD211,Creative Computing,275.0,322.0,8,WD
928,WD212,Recreation and Sport Management,274.0,311.0,8,WD
929,WD230,Mechanical and Manufacturing Engineering,273.0,348.0,8,WD
930,AL600,Software Design,205.0,306.0,6 or 7,AL
931,AL601,Computer Engineering,196.0,272.0,6 or 7,AL
932,AL602,Mechanical Engineering,258.0,424.0,6 or 7,AL
933,AL604,Civil Engineering,252.0,360.0,6 or 7,AL
934,AL630,Pharmacy Technician,306.0,366.0,6 or 7,AL
935,AL631,Dental Nursing,326.0,379.0,6 or 7,AL
936,AL632,Applied Science,243.0,372.0,6 or 7,AL
937,AL650,Business,210.0,317.0,6 or 7,AL
938,AL651,Music and Instrument Technology,,296.0,6 or 7,AL
939,AL660,Culinary Arts,,216.0,6 or 7,AL
940,AL661,Bar Supervision,,216.0,6 or 7,AL
941,AL663,Business (Sport and Recreation),,270.0,6 or 7,AL
942,AL701,ICT Engineering: Computer Eng/Network Mgmnt/Electronic Comms,235.0,310.0,6 or 7,AL
943,AL704,Computer Engineering,205.0,307.0,6 or 7,AL
944,AL705,Software Design with Mobile Apps and Connected Devices,206.0,321.0,6 or 7,AL
945,AL710,Mechanical Engineering,242.0,337.0,6 or 7,AL
946,AL711,Mechanical Engineering and Renewable Energy,231.0,310.0,6 or 7,AL
947,AL712,Mechatronics,269.0,364.0,6 or 7,AL
948,AL713,Engineering (Common Entry to Mechanical/Renewable/Mechatronic Eng),245.0,371.0,6 or 7,AL
949,AL721,Civil Engineering,217.0,368.0,6 or 7,AL
950,AL730,Biotechnology,232.0,382.0,6 or 7,AL
951,AL731,Veterinary Nursing,393.0,451.0,6 or 7,AL
952,AL734,Pharmaceutical Sciences (Drug Development and Analysis),225.0,389.0,6 or 7,AL
953,AL740,Exercise and Health Science,241.0,348.0,6 or 7,AL
954,AL751,Digital Marketing,226.0,336.0,6 or 7,AL
955,AL752,Business,232.0,387.0,6 or 7,AL
956,AL761,Hotel and Leisure Management,200.0,304.0,6 or 7,AL
957,AL763,Graphic Design (portfolio),626.0,820.0,6 or 7,AL
958,AL764,Early Years Care and Education,270.0,387.0,6 or 7,AL
959,AL765,Applied Social Studies in Social Care,281.0,346.0,6 or 7,AL
960,CW006,Business (Wexford),153.0,270.0,6 or 7,CW
961,CW017,Applied Social Studies - Professional Social Care (Wexford),224.0,289.0,6 or 7,CW
962,CW027,Sustainable Farm Management and Agribusiness (Wexford),226.0,302.0,6 or 7,CW
963,CW037,"Business (options, Wexford)",349.0,387.0,6 or 7,CW
964,CW047,Visual Communications and Design (Wexford),198.0,311.0,6 or 7,CW
965,CW057,"Art (portfolio, Wexford)",700.0,700.0,6 or 7,CW
966,CW077,Tourism and Event Management (Wexford),204.0,259.0,6 or 7,CW
967,CW106,Physiology and Health Science,454.0,499.0,6 or 7,CW
968,CW107,Analytical Science,215.0,316.0,6 or 7,CW
969,CW116,Pharmacy Technician Studies,241.0,351.0,6 or 7,CW
970,CW117,Biosciences,205.0,351.0,6 or 7,CW
971,CW126,Science - Applied Biology or Applied Chemistry,198.0,380.0,6 or 7,CW
972,CW206,Computing - Applications or Programming,206.0,337.0,6 or 7,CW
973,CW207,Software Development,235.0,300.0,6 or 7,CW
974,CW217,Information Technology Management,234.0,311.0,6 or 7,CW
975,CW227,Cybercrime and IT Security,233.0,317.0,6 or 7,CW
976,CW237,Computing in Interactive Digital Art and Design,216.0,321.0,6 or 7,CW
977,CW407,Architectural Technology,186.0,298.0,6 or 7,CW
978,CW417,Construction Management with Building Services,215.0,311.0,6 or 7,CW
979,CW427,Civil Engineering,201.0,298.0,6 or 7,CW
980,CW507,Aircraft Systems,285.0,358.0,6 or 7,CW
981,CW517,Mechanical Engineering,252.0,336.0,6 or 7,CW
982,CW527,Electronic Engineering,225.0,338.0,6 or 7,CW
983,CW547,TV and Media Production,306.0,370.0,6 or 7,CW
984,CW706,Legal Studies,196.0,331.0,6 or 7,CW
985,CW707,Industrial Design,199.0,313.0,6 or 7,CW
986,CW717,Applied Social Studies - Professional Social Care,260.0,308.0,6 or 7,CW
987,CW807,Sport Coaching and Business Management - GAA (portfolio),700.0,700.0,6 or 7,CW
988,CW817,Sport Coaching and Business Management - Rugby (portfolio),700.0,700.0,6 or 7,CW
989,CW827,Sport Coaching and Business Management - Soccer (portfolio),700.0,700.0,6 or 7,CW
990,CW837,Digital Marketing with Analytics,240.0,308.0,6 or 7,CW
991,CW906,Business,173.0,288.0,6 or 7,CW
992,CW917,Business (options),200.0,317.0,6 or 7,CW
993,CW926,Business with Law,204.0,368.0,6 or 7,CW
994,CW927,Business Administration,205.0,367.0,6 or 7,CW
995,CW936,Accounting,204.0,414.0,6 or 7,CW
996,PC402,Arts and Humanities,126.0,328.0,6 or 7,PC
997,PC404,Applied Social Studies - Professional Social Care,,245.0,6 or 7,PC
998,CR001,Applied Physics and Instrumentation,258.0,488.0,6 or 7,CR
999,CR006,Applied Biosciences,380.0,467.0,6 or 7,CR
1000,CR007,Analytical and Pharmaceutical Chemistry,246.0,455.0,6 or 7,CR
1001,CR010,Agriculture (Year 1 - 4 days in Clonakilty Agri College & 1 day in CIT),270.0,368.0,6 or 7,CR
1002,CR016,Software Development,270.0,393.0,6 or 7,CR
1003,CR021,Business (Common Entry),250.0,397.0,6 or 7,CR
1004,CR022,Business Administration,206.0,262.0,6 or 7,CR
1005,CR031,Social Care,326.0,389.0,6 or 7,CR
1006,CR032,Recreation and Leisure Management,250.0,349.0,6 or 7,CR
1007,CR035,Community Development,162.0,271.0,6 or 7,CR
1008,CR041,Tourism Management,180.0,318.0,6 or 7,CR
1009,CR042,Hospitality Management,101.0,307.0,6 or 7,CR
1010,CR046,Automotive Technology and Management,214.0,263.0,6 or 7,CR
1011,CR051,Civil Engineering,244.0,403.0,6 or 7,CR
1012,CR052,Construction,232.0,311.0,6 or 7,CR
1013,CR053,Interior Architecture,253.0,367.0,6 or 7,CR
1014,CR055,Environmental Engineering,255.0,424.0,6 or 7,CR
1015,CR061,Electronic Engineering,308.0,520.0,6 or 7,CR
1016,CR062,Electrical Engineering,279.0,356.0,6 or 7,CR
1017,CR071,Mechanical Engineering,250.0,410.0,6 or 7,CR
1018,CR075,Biomedical Engineering,350.0,490.0,6 or 7,CR
1019,CR090,Architectural Technology,251.0,419.0,6 or 7,CR
1020,CR094,Nautical Science at National Maritime College of Ireland,237.0,377.0,6 or 7,CR
1021,CR095,Marine Engineering at National Maritime College of Ireland,224.0,339.0,6 or 7,CR
1022,CR300,Physical Sciences (Common Entry),270.0,509.0,6 or 7,CR
1023,CR620,Early Childhood Education and Care,337.0,419.0,6 or 7,CR
1024,CR640,Culinary Arts,125.0,309.0,6 or 7,CR
1025,CR650,Beverage Industry Management,182.0,300.0,6 or 7,CR
1026,CR655,Culinary Studies,116.0,281.0,6 or 7,CR
1027,CR657,Hospitality Studies,162.0,236.0,6 or 7,CR
1028,CR805,Marine Electrotechnology at National Maritime College of Ireland,217.0,328.0,6 or 7,CR
1029,CR888,Information Technology,271.0,356.0,6 or 7,CR
1030,CT110,Computing in Information Technology,171.0,413.0,6 or 7,CT
1031,CT116,Information Technology,178.0,365.0,6 or 7,CT
1032,CT316,Business,180.0,269.0,6 or 7,CT
1033,DS602,Computing and Multimedia,225.0,233.0,6 or 7,DS
1034,DS603,Computing and Multimedia,341.0,370.0,6 or 7,DS
1035,DS701,Business,,,6 or 7,DS
1036,DS702,Computing and Multimedia,102.0,365.0,6 or 7,DS
1037,DB513,Business,117.0,280.0,6 or 7,DB
1038,DB522,Business in Accounting,112.0,454.0,6 or 7,DB
1039,DB528,Applied Social Care,,307.0,6 or 7,DB
1040,DB533,Business in Marketing,112.0,223.0,6 or 7,DB
1041,DB534,Sound Engineering and Music Production,179.0,309.0,6 or 7,DB
1042,DB563,Arts,128.0,318.0,6 or 7,DB
1043,DB571,Business Studies,134.0,371.0,6 or 7,DB
1044,DB572,Business in Accounting,,403.0,6 or 7,DB
1045,DB573,Business in Marketing,127.0,291.0,6 or 7,DB
1046,DB574,Business in Information Technology,,367.0,6 or 7,DB
1047,DB575,Social Studies,120.0,346.0,6 or 7,DB
1048,DB576,Film and Media,100.0,318.0,6 or 7,DB
1049,DB580,Legal Studies,108.0,318.0,6 or 7,DB
1050,DB581,Legal and Business Studies,156.0,391.0,6 or 7,DB
1051,DB582,Legal Studies,108.0,290.0,6 or 7,DB
1052,DB583,Legal and Business Studies,190.0,431.0,6 or 7,DB
1053,DT002,Engineering Reliability Management,234.0,357.0,6 or 7,DT
1054,DT003,Automation Engineering,270.0,335.0,6 or 7,DT
1055,DT004,Civil Engineering,243.0,322.0,6 or 7,DT
1056,DT005,Building Engineering,260.0,317.0,6 or 7,DT
1057,DT006,Mechanical Engineering,301.0,393.0,6 or 7,DT
1058,DT007,Automotive Management and Technology,240.0,313.0,6 or 7,DT
1059,DT008,Electronics and Communications Engineering,241.0,367.0,6 or 7,DT
1060,DT009,Electrical and Control Engineering,241.0,318.0,6 or 7,DT
1061,DT010,Electrical Services Engineering,243.0,290.0,6 or 7,DT
1062,DT011,Aviation Technology,346.0,397.0,6 or 7,DT
1063,DT080,Networking Technologies,241.0,336.0,6 or 7,DT
1064,DT097,Engineering (General Entry),370.0,466.0,6 or 7,DT
1065,DT104,"Auctioneering, Valuation and Estate Agency",290.0,367.0,6 or 7,DT
1066,DT169,Timber Product Technology,244.0,356.0,6 or 7,DT
1067,DT212,Science (General Entry),380.0,497.0,6 or 7,DT
1068,DT219,Ophthalmic Dispensing,302.0,441.0,6 or 7,DT
1069,DT259,Biosciences,400.0,487.0,6 or 7,DT
1070,DT260,Industrial and Environmental Physics,260.0,476.0,6 or 7,DT
1071,DT261,Medicinal Chemistry and Pharmaceutical Sciences,388.0,489.0,6 or 7,DT
1072,DT303,Marketing,320.0,412.0,6 or 7,DT
1073,DT315,Business Studies,320.0,431.0,6 or 7,DT
1074,DT324,Business Management,325.0,433.0,6 or 7,DT
1075,DT360,Retail Management and Marketing,290.0,326.0,6 or 7,DT
1076,DT404,Food Management and Entrepreneurship,268.0,376.0,6 or 7,DT
1077,DT406,Tourism Management,260.0,357.0,6 or 7,DT
1078,DT408,Hospitality Management,250.0,357.0,6 or 7,DT
1079,DT411,Leisure Management,250.0,317.0,6 or 7,DT
1080,DT418,Baking and Pastry Arts Management,240.0,398.0,6 or 7,DT
1081,DT424,Food Science and Management,270.0,393.0,6 or 7,DT
1082,DT425,Pharmacy Technician Studies,336.0,398.0,6 or 7,DT
1083,DT426,Bar and Restaurant Management,241.0,320.0,6 or 7,DT
1084,DT432,Culinary Arts (Professional Cookery Practice),242.0,382.0,6 or 7,DT
1085,DT598,Visual Merchandising and Display,463.0,873.0,6 or 7,DT
1086,DL701,Business - Applied Entrepreneurship,154.0,299.0,6 or 7,DL
1087,GC265,Journalism (Cork),,,6 or 7,GC
1088,GC306,International Hospitality Management (Limerick),,,6 or 7,GC
1089,GC335,Computing (Limerick),213.0,260.0,6 or 7,GC
1090,GC406,International Hospitality Management (Dublin),189.0,217.0,6 or 7,GC
1091,GC410,Marketing (Dublin),204.0,357.0,6 or 7,GC
1092,GC411,Business (Dublin),,349.0,6 or 7,GC
1093,GC416,Business (Dublin),142.0,190.0,6 or 7,GC
1094,GC425,Legal Studies (Dublin),,,6 or 7,GC
1095,GC435,Computing (Dublin),101.0,269.0,6 or 7,GC
1096,GC460,Music Production for Games (Dublin),,,6 or 7,GC
1097,GC465,Journalism (Dublin),144.0,367.0,6 or 7,GC
1098,GC466,Film and TV Production (Dublin),100.0,308.0,6 or 7,GC
1099,GC470,Photographic Media (Dublin),117.0,279.0,6 or 7,GC
1100,GC475,Photography (Dublin),128.0,289.0,6 or 7,GC
1101,GC490,Interior Design (Dublin),127.0,309.0,6 or 7,GC
1102,GC495,Fashion (Dublin),136.0,338.0,6 or 7,GC
1103,BN001,Computer Engineering,180.0,327.0,6 or 7,BN
1104,BN002,Computing (Information Technology),182.0,290.0,6 or 7,BN
1105,BN003,Business,180.0,251.0,6 or 7,BN
1106,BN009,Mechatronic Engineering,191.0,268.0,6 or 7,BN
1107,BN010,Business and Information Technology,183.0,280.0,6 or 7,BN
1108,BN011,Applied Social Studies in Social Care,270.0,357.0,6 or 7,BN
1109,BN012,Computer Engineering,180.0,305.0,6 or 7,BN
1110,BN013,Computing (Information Technology),108.0,252.0,6 or 7,BN
1111,BN014,Business,182.0,337.0,6 or 7,BN
1112,BN015,Engineering (Common Entry with Award options),126.0,255.0,6 or 7,BN
1113,BN016,Business (Common Entry with Award options),138.0,258.0,6 or 7,BN
1114,BN017,International Business,180.0,360.0,6 or 7,BN
1115,BN020,Sports Management and Coaching,232.0,297.0,6 or 7,BN
1116,BN021,Creative Digital Media,180.0,320.0,6 or 7,BN
1117,BN022,Horticulture,187.0,341.0,6 or 7,BN
1118,BN023,Accounting and Finance,241.0,398.0,6 or 7,BN
1119,BN025,Community and Youth Development,152.0,254.0,6 or 7,BN
1120,BN030,Early Childhood Care and Education,231.0,371.0,6 or 7,BN
1121,BN034,Digital Forensics and Cyber Security,198.0,281.0,6 or 7,BN
1122,BN040,Digital Marketing,180.0,299.0,6 or 7,BN
1123,BN049,"Design,Technology and Innovation",203.0,339.0,6 or 7,BN
1124,TA006,Culinary Arts (Level 6),133.0,241.0,6 or 7,TA
1125,TA014,Advertising and Marketing Communications,288.0,676.0,6 or 7,TA
1126,TA015,International Hospitality and Tourism Management,140.0,223.0,6 or 7,TA
1127,TA016,Culinary Arts (Level 7),190.0,262.0,6 or 7,TA
1128,TA106,Business (Common entry),179.0,254.0,6 or 7,TA
1129,TA111,Accounting and Finance,185.0,308.0,6 or 7,TA
1130,TA113,Management,171.0,269.0,6 or 7,TA
1131,TA114,Marketing,171.0,260.0,6 or 7,TA
1132,TA116,International Business,184.0,317.0,6 or 7,TA
1133,TA117,Digital Marketing,180.0,269.0,6 or 7,TA
1134,TA201,Electronic Engineering,215.0,244.0,6 or 7,TA
1135,TA203,Mechanical Engineering,187.0,268.0,6 or 7,TA
1136,TA213,Mechanical Engineering,186.0,297.0,6 or 7,TA
1137,TA215,Sustainable Energy and Environmental Engineering,196.0,309.0,6 or 7,TA
1138,TA216,Electronic Engineering,201.0,280.0,6 or 7,TA
1139,TA218,Biomedical Design,208.0,340.0,6 or 7,TA
1140,TA219,Engineering Software,233.0,300.0,6 or 7,TA
1141,TA301,Applied Biology,204.0,338.0,6 or 7,TA
1142,TA302,Computing,180.0,235.0,6 or 7,TA
1143,TA311,Bioanalysis,200.0,261.0,6 or 7,TA
1144,TA312,Computing,204.0,300.0,6 or 7,TA
1145,TA313,Information Technology Management,198.0,291.0,6 or 7,TA
1146,TA314,Pharmaceutical Science,250.0,327.0,6 or 7,TA
1147,TA315,DNA and Forensic Analysis,280.0,369.0,6 or 7,TA
1148,TA316,Sports Science and Health,331.0,399.0,6 or 7,TA
1149,NC102,Computing in Applications and Support,220.0,307.0,6 or 7,NC
1150,NC103,Business,251.0,308.0,6 or 7,NC
1151,NC104,Business Computing,233.0,320.0,6 or 7,NC
1152,NC105,Data Science,297.0,466.0,6 or 7,NC
1153,NM701,Montessori Education,143.0,357.0,6 or 7,NM
1154,TR801,Dental Nursing,379.0,430.0,6 or 7,TR
1155,TR802,Dental Hygiene,520.0,531.0,6 or 7,TR
1156,TR803,Dental Technology,367.0,477.0,6 or 7,TR
1157,DK710,Business and Management,,346.0,6 or 7,DK
1158,DK711,Business and Technology,131.0,337.0,6 or 7,DK
1159,DK712,Digital Marketing and Public Relations,147.0,328.0,6 or 7,DK
1160,DK721,Computing,120.0,295.0,6 or 7,DK
1161,DK730,Building Surveying,,293.0,6 or 7,DK
1162,DK731,Architectural Technology,184.0,340.0,6 or 7,DK
1163,DK732,Construction Management,138.0,280.0,6 or 7,DK
1164,DK740,Engineering - Electrical and Electronic Systems,176.0,273.0,6 or 7,DK
1165,DK742,Engineering - Mechanical Engineering,120.0,325.0,6 or 7,DK
1166,DK744,Engineering - Civil Engineering,183.0,345.0,6 or 7,DK
1167,DK750,Hospitality Management,194.0,308.0,6 or 7,DK
1168,DK752,Event Management,,326.0,6 or 7,DK
1169,DK753,Culinary Arts,165.0,281.0,6 or 7,DK
1170,DK763,"Sport, Exercise and Enterprise",200.0,326.0,6 or 7,DK
1171,DK767,Community Youth Work,280.0,360.0,6 or 7,DK
1172,DK768,Audio and Music Production,290.0,424.0,6 or 7,DK
1173,DK769,Creative Media,140.0,328.0,6 or 7,DK
1174,DK770,Theatre & Film Practice,175.0,369.0,6 or 7,DK
1175,DK781,Science - Bioscience,268.0,376.0,6 or 7,DK
1176,DK783,Science - Pharmaceutical Science,265.0,367.0,6 or 7,DK
1177,DK784,Veterinary Nursing,347.0,388.0,6 or 7,DK
1178,GA160,Business,162.0,288.0,6 or 7,GA
1179,GA170,Business,246.0,387.0,6 or 7,GA
1180,GA171,Business Information Systems,246.0,393.0,6 or 7,GA
1181,GA172,Rural Enterprise and Agri-Business - Mountbellew Campus,278.0,358.0,6 or 7,GA
1182,GA174,Marketing and Sales,283.0,388.0,6 or 7,GA
1183,GA175,Finance,301.0,466.0,6 or 7,GA
1184,GA176,Business with Entrepreneurship,272.0,372.0,6 or 7,GA
1185,GA272,Heritage Studies,160.0,317.0,6 or 7,GA
1186,GA273,Contemporary Art,205.0,398.0,6 or 7,GA
1187,GA274,Design,214.0,360.0,6 or 7,GA
1188,GA360,Business in Tourism,185.0,293.0,6 or 7,GA
1189,GA361,Culinary Arts,162.0,327.0,6 or 7,GA
1190,GA362,Hotel and Hospitality Operations,187.0,242.0,6 or 7,GA
1191,GA364,Heritage Studies,170.0,224.0,6 or 7,GA
1192,GA370,Hotel and Catering Management,170.0,311.0,6 or 7,GA
1193,GA375,Retail Management,180.0,264.0,6 or 7,GA
1194,GA376,Event Management with Public Relations,210.0,329.0,6 or 7,GA
1195,GA377,International Tourism Management,176.0,298.0,6 or 7,GA
1196,GA378,Culinary and Gastronomic Science,160.0,289.0,6 or 7,GA
1197,GA470,Construction Management,243.0,338.0,6 or 7,GA
1198,GA471,Quantity Surveying and Construction Economics,205.0,321.0,6 or 7,GA
1199,GA472,Architectural Technology,200.0,352.0,6 or 7,GA
1200,GA473,Civil Engineering,247.0,387.0,6 or 7,GA
1201,GA570,Software and Electronic Engineering,204.0,389.0,6 or 7,GA
1202,GA670,Mechanical Engineering,261.0,392.0,6 or 7,GA
1203,GA673,Energy Engineering,275.0,362.0,6 or 7,GA
1204,GA674,Biomedical Engineering,303.0,454.0,6 or 7,GA
1205,GA675,Agricultural Engineering,282.0,369.0,6 or 7,GA
1206,GA676,Engineering (Common Entry to Manu/Agri/Biomed/Energy/Mech Eng),291.0,444.0,6 or 7,GA
1207,GA677,Manufacturing Engineering Design,235.0,299.0,6 or 7,GA
1208,GA770,Applied Freshwater and Marine Biology,280.0,379.0,6 or 7,GA
1209,GA771,Applied Biology and Biopharmaceutical Science,280.0,430.0,6 or 7,GA
1210,GA772,Chemical and Pharmaceutical Science,293.0,454.0,6 or 7,GA
1211,GA773,Physics and Instrumentation,308.0,403.0,6 or 7,GA
1212,GA774,Science (Undenominated),288.0,456.0,6 or 7,GA
1213,GA775,Computing in Software Development,261.0,343.0,6 or 7,GA
1214,GA776,Computing and Digital Media,240.0,308.0,6 or 7,GA
1215,GA777,Agriculture and Environmental Management - Mountbellew Campus,290.0,347.0,6 or 7,GA
1216,GA862,History & Geography - Mayo Campus,161.0,373.0,6 or 7,GA
1217,GA870,Outdoor Education and Leisure - Mayo Campus,161.0,308.0,6 or 7,GA
1218,GA871,Early Childhood Care and Education - Mayo Campus,190.0,367.0,6 or 7,GA
1219,GA872,Culture and Environment - Mayo Campus,224.0,268.0,6 or 7,GA
1220,GA879,Applied Social Care - Mayo Campus,242.0,336.0,6 or 7,GA
1221,GA970,Furniture Design and Manufacture - Letterfrack Campus,225.0,372.0,6 or 7,GA
1222,GA971,Furniture and Wood Technology - Letterfrack Campus,200.0,352.0,6 or 7,GA
1223,GB001,Business,,358.0,6 or 7,GB
1224,LY107,Business (Common Entry),162.0,332.0,6 or 7,LY
1225,LY116,"Business - Administration, IT and Customer Service",179.0,272.0,6 or 7,LY
1226,LY206,Sports Studies,137.0,279.0,6 or 7,LY
1227,LY207,Law - with Criminal Justice/Spanish/Irish options,160.0,330.0,6 or 7,LY
1228,LY317,"Culinary Arts at Killybegs, Co Donegal",170.0,307.0,6 or 7,LY
1229,LY327,"Hospitality and Tourism at Killybegs, Co Donegal (Common Entry)",162.0,260.0,6 or 7,LY
1230,LY336,"Bar and Restaurant Supervision at Killybegs, Co Donegal",,146.0,6 or 7,LY
1231,LY406,Photography,,260.0,6 or 7,LY
1232,LY427,Digital Film and Video,170.0,272.0,6 or 7,LY
1233,LY437,Animation,169.0,316.0,6 or 7,LY
1234,LY447,Fashion with Promotion,266.0,347.0,6 or 7,LY
1235,LY457,Graphic and Digital Design,171.0,296.0,6 or 7,LY
1236,LY507,Quantity Surveying,164.0,278.0,6 or 7,LY
1237,LY517,Building Services and Renewable Energy,210.0,298.0,6 or 7,LY
1238,LY527,Civil Engineering,166.0,351.0,6 or 7,LY
1239,LY547,Architectural Technology,182.0,291.0,6 or 7,LY
1240,LY607,Electronic/Computer Engineering (Common Entry),187.0,302.0,6 or 7,LY
1241,LY617,Mechanical Engineering,180.0,316.0,6 or 7,LY
1242,LY707,Computer Games Development,234.0,351.0,6 or 7,LY
1243,LY717,Computing,181.0,300.0,6 or 7,LY
1244,LY737,Computer Security and Digital Forensics,172.0,358.0,6 or 7,LY
1245,LY806,Pharmacy Technician,216.0,377.0,6 or 7,LY
1246,LY816,Dental Nursing,180.0,307.0,6 or 7,LY
1247,LY817,Bioscience,237.0,377.0,6 or 7,LY
1248,LY826,Health Science with Physiotherapy Studies,309.0,440.0,6 or 7,LY
1249,LY836,Health Science with Occupational Therapy Studies,245.0,382.0,6 or 7,LY
1250,LY837,Food Science and Nutrition,165.0,347.0,6 or 7,LY
1251,LY846,Health Science with Dietetics Studies,316.0,440.0,6 or 7,LY
1252,LY847,Veterinary Nursing,347.0,378.0,6 or 7,LY
1253,LY867,Pharmaceutical & Medicinal Science,181.0,357.0,6 or 7,LY
1254,LY877,Agriculture,188.0,307.0,6 or 7,LY
1255,LY906,"Early Childhood Care, Health and Education",135.0,308.0,6 or 7,LY
1256,LY916,Health and Social Care,147.0,297.0,6 or 7,LY
1257,CI001,Counselling Skills and Psychotherapy Studies (Limerick),238.0,368.0,6 or 7,CI
1258,CI002,Counselling Skills and Addiction Studies (Limerick),236.0,326.0,6 or 7,CI
1259,CI005,Counselling Skills and Youth Studies (Limerick),233.0,328.0,6 or 7,CI
1260,LC221,Accounting and Finance,233.0,444.0,6 or 7,LC
1261,LC222,Marketing and Management,270.0,398.0,6 or 7,LC
1262,LC228,Sports Development and Coaching,253.0,329.0,6 or 7,LC
1263,LC230,Business with Computing,232.0,371.0,6 or 7,LC
1264,LC235,Internet Systems Development,226.0,298.0,6 or 7,LC
1265,LC251,Civil Engineering,200.0,366.0,6 or 7,LC
1266,LC253,Construction,172.0,290.0,6 or 7,LC
1267,LC257,Interior Design,231.0,369.0,6 or 7,LC
1268,LC260,Applied Biology,260.0,431.0,6 or 7,LC
1269,LC267,Forensic and Pharmaceutical Sciences,278.0,440.0,6 or 7,LC
1270,LC268,Medical Technology,287.0,413.0,6 or 7,LC
1271,LC270,Music Technology and Production,327.0,389.0,6 or 7,LC
1272,LC271,Electrical Engineering,241.0,329.0,6 or 7,LC
1273,LC276,Creative Broadcast and Film Production,300.0,389.0,6 or 7,LC
1274,LC277,Industrial Automation and Robotic Systems,226.0,364.0,6 or 7,LC
1275,LC278,Renewable and Electrical Energy Engineering,317.0,403.0,6 or 7,LC
1276,LC279,Electronic Engineering,200.0,382.0,6 or 7,LC
1277,LC281,Automobile Technology,208.0,298.0,6 or 7,LC
1278,LC283,Precision Engineering,242.0,425.0,6 or 7,LC
1279,LC284,"Agricultural Mechanisation at Salesian Agricultural College,Pallaskenry",209.0,310.0,6 or 7,LC
1280,LC285,Mechanical Engineering,242.0,385.0,6 or 7,LC
1281,LC286,Road Transport Technology and Management,186.0,299.0,6 or 7,LC
1282,LC290,Community Sport Development,155.0,255.0,6 or 7,LC
1283,LC296,Hotel Front Office Management,178.0,249.0,6 or 7,LC
1284,LC298,Culinary Arts,148.0,280.0,6 or 7,LC
1285,LC299,Hospitality Studies,146.0,261.0,6 or 7,LC
1286,LC413,Marketing and Management (Thurles),136.0,339.0,6 or 7,LC
1287,LC423,Sports Strength and Conditioning (Thurles),169.0,299.0,6 or 7,LC
1288,LC425,Environmental and Geographic Sciences (Thurles),201.0,358.0,6 or 7,LC
1289,LC428,Environmental Management in Agriculture (Thurles),226.0,326.0,6 or 7,LC
1290,LC432,Early Childhood Education & Care (Thurles),163.0,337.0,6 or 7,LC
1291,LC504,Creative Media and Design (Clonmel),126.0,360.0,6 or 7,LC
1292,LC602,Social Care Work (Ennis),222.0,327.0,6 or 7,LC
1293,LC603,Early Childhood Education & Care (Ennis),126.0,327.0,6 or 7,LC
1294,LM180,Equine Science,338.0,413.0,6 or 7,LM
1295,SG101,Business,,338.0,6 or 7,SG
1296,SG102,Computing (Level 6 - General Entry),190.0,318.0,6 or 7,SG
1297,SG105,Business in Office Administration,,215.0,6 or 7,SG
1298,SG108,Business in Accounting,213.0,307.0,6 or 7,SG
1299,SG131,Computing - Games Development,168.0,260.0,6 or 7,SG
1300,SG134,Applied Sport with Business,,236.0,6 or 7,SG
1301,SG135,Business in Tourism with Event Management,187.0,282.0,6 or 7,SG
1302,SG136,Computing - Software Development,207.0,295.0,6 or 7,SG
1303,SG137,Computing (Computer Networks and Cloud Infrastructure),244.0,290.0,6 or 7,SG
1304,SG138,Computing (Level 7 - General Entry),271.0,357.0,6 or 7,SG
1305,SG231,Fine Art,248.0,454.0,6 or 7,SG
1306,SG232,Creative Design,207.0,338.0,6 or 7,SG
1307,SG235,Performing Arts (Theatre Design),216.0,431.0,6 or 7,SG
1308,SG236,Performing Arts (Acting),225.0,335.0,6 or 7,SG
1309,SG300,Engineering Undenominated,177.0,270.0,6 or 7,SG
1310,SG301,Civil Engineering,190.0,270.0,6 or 7,SG
1311,SG302,Construction Economics,161.0,190.0,6 or 7,SG
1312,SG303,Mechanical Engineering,,318.0,6 or 7,SG
1313,SG305,Electronic and Computer Engineering,179.0,267.0,6 or 7,SG
1314,SG306,Mechatronics,260.0,260.0,6 or 7,SG
1315,SG308,Applied Construction Technology,328.0,336.0,6 or 7,SG
1316,SG330,Engineering Undenominated,233.0,404.0,6 or 7,SG
1317,SG331,Interior Architecture and Design,213.0,347.0,6 or 7,SG
1318,SG332,Advanced Wood and Sustainable Building Technology,180.0,289.0,6 or 7,SG
1319,SG333,Mechanical Engineering,216.0,309.0,6 or 7,SG
1320,SG334,Mechatronics,288.0,382.0,6 or 7,SG
1321,SG336,Precision Engineering and Design,263.0,404.0,6 or 7,SG
1322,SG337,Electronic and Computer Engineering,255.0,456.0,6 or 7,SG
