,CATEGORY (ISCED Description),Course Title,Course Code,R1 Points,R1 Random,R2 Points ,R2 Random,EOS Points,EOS Random,EOS Midpoints,Course Level,HEI,Test/Interview,AVP,v,hei_code
957,Arts,Furniture Making and Architectural Woodworking,GA982,360.0,,,,360.0,,402.0,8,Galway-Mayo Institute of Technology,,,,GA
958,Arts,Furniture and Digital Manufacturing,GA983,,,,,,,0.0,8,Galway-Mayo Institute of Technology,,,,GA
959,Arts,"Furniture Design, Making and Technology - Common Entry",GA984,486.0,,467.0,,467.0,,498.0,8,Galway-Mayo Institute of Technology,,,,GA
960,Arts,Arts (Joint-Honours),GY101,327.0,,326.0,,326.0,,423.0,8,"National University of Ireland, Galway",,,,GY
961,Social and behavioural sciences,BSc (Psychology),GY104,564.0,,555.0,,545.0,,566.0,8,"National University of Ireland, Galway",,,,GY
962,Humanities (except languages),Arts (History),GY105,357.0,,,,357.0,,424.0,8,"National University of Ireland, Galway",,,,GY
963,Education,Arts (Mathematics and Education),GY109,413.0,,,,413.0,,487.0,8,"National University of Ireland, Galway",,,,GY
964,Social and behavioural sciences,Arts (Children and Youth Studies - options),GY110,387.0,,,,387.0,,440.0,8,"National University of Ireland, Galway",,,,GY
965,Arts,Arts (English and Creative Writing),GY111,421.0,,420.0,,420.0,,518.0,8,"National University of Ireland, Galway",,,,GY
966,Social and behavioural sciences,Arts with Human Rights,GY113,413.0,,,,413.0,,477.0,8,"National University of Ireland, Galway",,,,GY
967,Arts,Arts with Performing Arts Studies,GY115,300.0,,,,300.0,,393.0,8,"National University of Ireland, Galway",,,,GY
968,Arts,"Arts (Drama, Theatre and Performance Studies)",GY118,453.0,,430.0,,430.0,,476.0,8,"National University of Ireland, Galway",,,,GY
969,Journalism and information,Arts (Journalism),GY119,484.0,,473.0,,473.0,,521.0,8,"National University of Ireland, Galway",,,,GY
970,Arts,Na Dána (Cumarsáid agus Gaeilge),GY122,410.0,,,,410.0,,496.0,8,"National University of Ireland, Galway",,,,GY
971,Social and behavioural sciences,Applied Social Sciences,GY123,419.0,,,,419.0,,451.0,8,"National University of Ireland, Galway",,,,GY
972,Arts,Arts (Digital Arts and Technology),GY125,403.0,,,,403.0,,444.0,8,"National University of Ireland, Galway",,,,GY
973,Arts,Arts (Film and Digital Media),GY127,430.0,,421.0,,421.0,,488.0,8,"National University of Ireland, Galway",,,,GY
974,Languages,Arts (Global Languages),GY128,346.0,,,,346.0,,468.0,8,"National University of Ireland, Galway",,,,GY
975,Arts,Arts (Global Experience),GY129,465.0,,,,465.0,,522.0,8,"National University of Ireland, Galway",,,,GY
976,Arts,Arts (Music),GY130,462.0,,,,462.0,,498.0,8,"National University of Ireland, Galway",,,,GY
977,Social and behavioural sciences,"Government (Politics, Economics and Law)",GY132,465.0,,451.0,,451.0,,495.0,8,"National University of Ireland, Galway",,,,GY
978,Education,Education (Computer Science and Mathematical Studies),GY133,454.0,,,,454.0,,476.0,8,"National University of Ireland, Galway",,,,GY
979,Physical sciences,Geography and Geosystems,GY134,425.0,,,,425.0,,476.0,8,"National University of Ireland, Galway",,,,GY
980,Arts,Arts (Global Media),GY135,442.0,,,,442.0,,484.0,8,"National University of Ireland, Galway",,,,GY
981,Languages,Na Dána (Léann Teanga - options),GY136,526.0,,,,526.0,,526.0,8,"National University of Ireland, Galway",,,,GY
982,Business and administration,Commerce,GY201,476.0,,,,476.0,,499.0,8,"National University of Ireland, Galway",,,,GY
983,Business and administration,Commerce (International) with French,GY202,520.0,,,,520.0,,548.0,8,"National University of Ireland, Galway",,,,GY
984,Business and administration,Commerce (International) with German,GY203,518.0,,,,518.0,,532.0,8,"National University of Ireland, Galway",,,,GY
985,Business and administration,Commerce (International) with Spanish,GY204,506.0,,,,506.0,,531.0,8,"National University of Ireland, Galway",,,,GY
986,Business and administration,Business Information Systems (Work Placement and Optional Int`l Study),GY206,509.0,,,,509.0,,544.0,8,"National University of Ireland, Galway",,,,GY
987,Business and administration,Commerce (Accounting) including optional Global Experience year,GY207,543.0,,,,543.0,,578.0,8,"National University of Ireland, Galway",,,,GY
988,Business and administration,Commerce (Gaeilge),GY208,508.0,,,,508.0,,547.0,8,"National University of Ireland, Galway",,,,GY
989,Business and administration,Commerce (Global Experience),GY209,551.0,,,,551.0,,578.0,8,"National University of Ireland, Galway",,,,GY
990,Law,Law and Business,GY250,510.0,,,,510.0,,541.0,8,"National University of Ireland, Galway",,,,GY
991,Law,Law (BCL),GY251,542.0,,,,542.0,,554.0,8,"National University of Ireland, Galway",,,,GY
992,Law,Law (BCL) and Human Rights,GY252,565.0,,,,565.0,,567.0,8,"National University of Ireland, Galway",,,,GY
993,Law,Law and Taxation,GY253,506.0,,,,506.0,,531.0,8,"National University of Ireland, Galway",,,,GY
994,Law,"Law (BCL), Criminology and Criminal Justice",GY254,548.0,,,,548.0,,566.0,8,"National University of Ireland, Galway",,,,GY
995,Business and administration,Business Studies in International Hotel Management (interview),GY261,503.0,,,,503.0,,647.0,8,"National University of Ireland, Galway",#,,,GY
996,Business and administration,Commerce in International Hotel Management (interview),GY262,709.0,,,,709.0,,743.0,8,"National University of Ireland, Galway",#,,,GY
997,Biological and related sciences,Science,GY301,489.0,,488.0,,488.0,,529.0,8,"National University of Ireland, Galway",,,,GY
998,Biological and related sciences,Biomedical Science,GY303,613.0,,,,613.0,,613.0,8,"National University of Ireland, Galway",,,,GY
999,Engineering and engineering trades,Biotechnology,GY304,498.0,,495.0,,495.0,,522.0,8,"National University of Ireland, Galway",,,,GY
1000,Environment,Environmental Science,GY308,431.0,,430.0,,430.0,,473.0,8,"National University of Ireland, Galway",,,,GY
1001,Mathematics and statistics,Financial Mathematics and Economics,GY309,509.0,,,,509.0,,565.0,8,"National University of Ireland, Galway",,,,GY
1002,Physical sciences,Marine Science,GY310,467.0,,,,467.0,,499.0,8,"National University of Ireland, Galway",,,,GY
1003,Hygiene and occupational health services,Environmental Health and Safety,GY313,412.0,,,,412.0,,452.0,8,"National University of Ireland, Galway",,,,GY
1004,Physical sciences,Earth and Ocean Sciences,GY314,422.0,,,,422.0,,463.0,8,"National University of Ireland, Galway",,,,GY
1005,Biological and related sciences,Biopharmaceutical Chemistry,GY318,555.0,,,,555.0,,581.0,8,"National University of Ireland, Galway",,,,GY
1006,Mathematics and statistics,Mathematical Science,GY319,543.0,,,,543.0,,589.0,8,"National University of Ireland, Galway",,,,GY
1007,Physical sciences,"Physics (Degree options: Applied,Astrophysics,Biomedical,Theoretical)",GY320,465.0,,,,465.0,,533.0,8,"National University of Ireland, Galway",,,,GY
1008,Biological and related sciences,Genetics and Genomics,GY321,532.0,,,,532.0,,565.0,8,"National University of Ireland, Galway",,,,GY
1009,Agriculture,Agricultural Sciences,GY322,485.0,,,,485.0,,518.0,8,"National University of Ireland, Galway",,,,GY
1010,Information and Communication Technologies (ICTs),Computer Science and Information Technology,GY350,495.0,,,,495.0,,521.0,8,"National University of Ireland, Galway",,,,GY
1011,Engineering and engineering trades,Engineering (Undenominated),GY401,522.0,,520.0,,520.0,,555.0,8,"National University of Ireland, Galway",,,,GY
1012,Architecture and construction,Civil Engineering,GY402,533.0,,521.0,,521.0,,545.0,8,"National University of Ireland, Galway",,,,GY
1013,Engineering and engineering trades,Mechanical Engineering,GY405,541.0,,,,541.0,,589.0,8,"National University of Ireland, Galway",,,,GY
1014,Engineering and engineering trades,Electronic and Computer Engineering,GY406,555.0,,,,555.0,,566.0,8,"National University of Ireland, Galway",,,,GY
1015,Engineering and engineering trades,Biomedical Engineering,GY408,554.0,,,,554.0,,578.0,8,"National University of Ireland, Galway",,,,GY
1016,Architecture and construction,Project and Construction Management,GY410,431.0,,,,431.0,,455.0,8,"National University of Ireland, Galway",,,,GY
1017,Engineering and engineering trades,Energy Systems Engineering,GY413,509.0,,,,509.0,,543.0,8,"National University of Ireland, Galway",,,,GY
1018,Engineering and engineering trades,Electrical and Electronic Engineering,GY414,433.0,,,,433.0,,476.0,8,"National University of Ireland, Galway",,,,GY
1019,Health,"Medicine (five year/six year course, HPAT required)",GY501,737.0,*,737.0,*,737.0,*,740.0,8,"National University of Ireland, Galway",#,,,GY
1020,Health,Occupational Therapy,GY502,601.0,,,,601.0,,602.0,8,"National University of Ireland, Galway",,,,GY
1021,Health,Speech and Language Therapy,GY503,578.0,,,,578.0,,590.0,8,"National University of Ireland, Galway",,,,GY
1022,Health,Podiatric Medicine,GY504,531.0,,526.0,,510.0,,533.0,8,"National University of Ireland, Galway",,,,GY
1023,Health,General Nursing (Galway and Portiuncula),GY515,502.0,,496.0,,476.0,,507.0,8,"National University of Ireland, Galway",,,,GY
1024,Health,Mental Health Nursing,GY516,475.0,,441.0,,412.0,,451.0,8,"National University of Ireland, Galway",,,,GY
1025,Health,Midwifery,GY517,520.0,,509.0,,507.0,,532.0,8,"National University of Ireland, Galway",,,,GY
1026,Business and administration,Business,GB001,,,,,102.0,,429.0,7,Galway Business School,,avp,,GB
1027,Business and administration,Business - Common Entry,LY107,189.0,,189.0,,169.0,,399.0,7,Letterkenny Institute of Technology,,avp,,LY
1028,Business and administration,Business - Accounting,LY108,312.0,,,,312.0,,432.0,8,Letterkenny Institute of Technology,,,,LY
1029,Business and administration,Business,LY118,288.0,,,,288.0,,387.0,8,Letterkenny Institute of Technology,,,,LY
1030,Business and administration,Marketing with Online Technologies,LY128,261.0,,261.0,,261.0,,369.0,8,Letterkenny Institute of Technology,,avp,,LY
1031,Personal services,Sports Studies,LY206,147.0,,126.0,,126.0,,350.0,6,Letterkenny Institute of Technology,,avp,,LY
1032,Law,Law with Criminal Justice,LY207,161.0,,161.0,,161.0,,408.0,7,Letterkenny Institute of Technology,,avp,,LY
1033,Law,Law,LY208,300.0,,290.0,,290.0,,388.0,8,Letterkenny Institute of Technology,,,,LY
1034,Personal services,Sports and Exercise - Common Entry,LY228,290.0,,,,290.0,,379.0,8,Letterkenny Institute of Technology,,,,LY
1035,Personal services,Culinary Arts,LY317,205.0,,186.0,,186.0,,317.0,7,Letterkenny Institute of Technology,,avp,,LY
1036,Personal services,Hospitality And Tourism - Common Entry,LY327,180.0,,178.0,,178.0,,313.0,7,Letterkenny Institute of Technology,,avp,,LY
1037,Arts,Design - Common Entry,LY408,301.0,,,,301.0,,380.0,8,Letterkenny Institute of Technology,#,,,LY
1038,Arts,Digital Film and Video,LY427,217.0,,217.0,,217.0,,378.0,7,Letterkenny Institute of Technology,,avp,,LY
1039,Arts,Animation,LY437,183.0,,,,183.0,,419.0,7,Letterkenny Institute of Technology,#,avp,,LY
1040,Arts,Fashion with Promotion,LY447,189.0,,,,189.0,,370.0,7,Letterkenny Institute of Technology,#,avp,,LY
1041,Arts,Graphic and Digital Design,LY457,188.0,,188.0,,188.0,,444.0,7,Letterkenny Institute of Technology,#,avp,,LY
1042,Architecture and construction,Quantity Surveying,LY507,204.0,,163.0,,163.0,,326.0,7,Letterkenny Institute of Technology,,avp,,LY
1043,Architecture and construction,Fire Safety Engineering,LY508,283.0,,,,283.0,,352.0,8,Letterkenny Institute of Technology,,,,LY
1044,Architecture and construction,Quantity Surveying,LY518,304.0,,,,304.0,,387.0,8,Letterkenny Institute of Technology,,,,LY
1045,Architecture and construction,Civil Engineering,LY527,164.0,,164.0,,164.0,,344.0,7,Letterkenny Institute of Technology,,avp,,LY
1046,Architecture and construction,Construction Management,LY528,262.0,,,,262.0,,298.0,8,Letterkenny Institute of Technology,,,,LY
1047,Architecture and construction,Architectural Technology,LY538,234.0,,234.0,,234.0,,403.0,8,Letterkenny Institute of Technology,,avp,,LY
1048,Engineering and engineering trades,Electric Vehicle Engineering,LY606,216.0,,149.0,,149.0,,353.0,6,Letterkenny Institute of Technology,,avp,,LY
1049,Engineering and engineering trades,Electronic Engineering,LY607,198.0,,198.0,,198.0,,433.0,7,Letterkenny Institute of Technology,,avp,,LY
1050,Engineering and engineering trades,Mechanical Engineering,LY608,300.0,,,,300.0,,390.0,8,Letterkenny Institute of Technology,,,,LY
1051,Engineering and engineering trades,Mechanical Engineering,LY617,163.0,,163.0,,163.0,,360.0,7,Letterkenny Institute of Technology,,avp,,LY
1052,Engineering and engineering trades,Electronic Engineering,LY618,321.0,,,,321.0,,368.0,8,Letterkenny Institute of Technology,,,,LY
1053,Information and Communication Technologies (ICTs),Computer Games Development,LY707,206.0,,,,206.0,,342.0,7,Letterkenny Institute of Technology,,,,LY
1054,Information and Communication Technologies (ICTs),Applied Computing,LY708,320.0,,,,320.0,,430.0,8,Letterkenny Institute of Technology,,,,LY
1055,Information and Communication Technologies (ICTs),Computing,LY717,180.0,,160.0,,160.0,,371.0,7,Letterkenny Institute of Technology,,avp,,LY
1056,Information and Communication Technologies (ICTs),Computer Security and Digital Forensics,LY737,161.0,,161.0,,161.0,,348.0,7,Letterkenny Institute of Technology,,avp,,LY
1057,Information and Communication Technologies (ICTs),Computer Science,LY748,316.0,,,,316.0,,421.0,8,Letterkenny Institute of Technology,,avp,,LY
1058,Health,Pharmacy Technician,LY806,172.0,,172.0,,172.0,,429.0,6,Letterkenny Institute of Technology,,avp,,LY
1059,Health,Dental Nursing,LY816,180.0,,,,180.0,,327.0,6,Letterkenny Institute of Technology,,,,LY
1060,Biological and related sciences,Bioscience,LY817,250.0,,,,250.0,,393.0,7,Letterkenny Institute of Technology,,,,LY
1061,Biological and related sciences,Science - Common Entry,LY818,302.0,,,,302.0,,411.0,8,Letterkenny Institute of Technology,,,,LY
1062,Health,Health Science with Physiotherapy Studies,LY826,487.0,,476.0,,463.0,,532.0,6,Letterkenny Institute of Technology,,,,LY
1063,Agriculture,Agriculture - Common Entry,LY828,308.0,,300.0,,300.0,,360.0,8,Letterkenny Institute of Technology,,,,LY
1064,Health,Health Science with Occupational Therapy Studies,LY836,451.0,,433.0,,419.0,,507.0,6,Letterkenny Institute of Technology,,,,LY
1065,Biological and related sciences,Food Science and Nutrition,LY837,215.0,,215.0,,215.0,,430.0,7,Letterkenny Institute of Technology,,avp,,LY
1066,Health,Health Science with Dietetics Studies,LY846,336.0,,264.0,,264.0,,485.0,6,Letterkenny Institute of Technology,,avp,,LY
1067,Veterinary,Veterinary Nursing,LY847,389.0,*,,,389.0,,431.0,7,Letterkenny Institute of Technology,,,,LY
1068,Biological and related sciences,Pharmaceutical and Medicinal Science,LY867,179.0,,170.0,,170.0,,429.0,7,Letterkenny Institute of Technology,,avp,,LY
1069,Agriculture,Agriculture,LY877,200.0,,,,200.0,,346.0,7,Letterkenny Institute of Technology,,,,LY
1070,Welfare,"Early Childhood Care, Health and Education",LY906,154.0,,,,154.0,,382.0,6,Letterkenny Institute of Technology,,,,LY
1071,Health,General Nursing,LY908,429.0,*,,,429.0,*,441.0,8,Letterkenny Institute of Technology,,,,LY
1072,Health,Health and Social Care,LY916,195.0,,180.0,,180.0,,337.0,6,Letterkenny Institute of Technology,,,,LY
1073,Health,Psychiatric Nursing,LY918,367.0,*,,,361.0,,399.0,8,Letterkenny Institute of Technology,,,,LY
1074,Health,Intellectual Disability Nursing,LY928,357.0,,,,342.0,,386.0,8,Letterkenny Institute of Technology,,,,LY
1075,Welfare,"Early Childhood Care, Health and Education",LY968,288.0,,,,288.0,,380.0,8,Letterkenny Institute of Technology,,,,LY
1076,Health,Health and Social Care - Common Entry,LY978,279.0,,,,279.0,,347.0,8,Letterkenny Institute of Technology,,,,LY
1077,Arts,Contemporary and Applied Theatre Studies,MI001,209.0,,,,209.0,,484.0,8,Mary Immaculate College,,,,MI
1078,Arts,Arts,MI002,280.0,,,,280.0,,408.0,8,Mary Immaculate College,,,,MI
1079,Education,Education - Primary Teaching - International,MI004,589.0,,,,589.0,,601.0,8,Mary Immaculate College,,,,MI
1080,Education,Education - Primary Teaching,MI005,522.0,,,,522.0,,554.0,8,Mary Immaculate College,,,,MI
1081,Education,Education - Primary Teaching - Gaeltacht Applicants,MI006,485.0,,,,485.0,,522.0,8,Mary Immaculate College,#,,,MI
1082,Education,Early Childhood Care and Education,MI007,409.0,,,,409.0,,462.0,8,Mary Immaculate College,,,,MI
1083,Education,Education and Psychology - Primary Teaching,MI008,590.0,,,,590.0,,602.0,8,Mary Immaculate College,,,,MI
1084,Education,"Education, Business Studies and Accounting",MI009,434.0,,,,434.0,,477.0,8,Mary Immaculate College,,,,MI
1085,Education,"Education, Business Studies and Religious Studies",MI010,370.0,,,,370.0,,412.0,8,Mary Immaculate College,,,,MI
1086,Education,"Education, Gaeilge and Religious Studies",MI011,407.0,,,,407.0,,444.0,8,Mary Immaculate College,,,,MI
1087,Education,"Education, Gaeilge and Business Studies",MI012,387.0,,,,387.0,,451.0,8,Mary Immaculate College,,,,MI
1088,Education,"Education, Mathematics and Gaeilge",MI013,509.0,,,,509.0,,543.0,8,Mary Immaculate College,,,,MI
1089,Education,"Education, Mathematics and Business Studies",MI014,476.0,,,,476.0,,531.0,8,Mary Immaculate College,,,,MI
1090,Welfare,Counselling and Psychotherapy,CI110,292.0,,,,292.0,,368.0,8,Irish College of Humanities & Applied Sciences,,,,CI
1091,Welfare,Counselling and Psychotherapy with Addiction Studies,CI111,290.0,,,,290.0,,356.0,8,Irish College of Humanities & Applied Sciences,,,,CI
1092,Welfare,Counselling and Psychotherapy with Youth Studies,CI112,325.0,,,,325.0,,388.0,8,Irish College of Humanities & Applied Sciences,,,,CI
1093,Arts,"Art and Design (Common Entry, portfolio)",LC110,794.0,,,,794.0,,981.0,8,Limerick Institute of Technology,#,,,LC
1094,Arts,Fashion and Textiles for Product and Costume (portfolio),LC114,914.0,,,,914.0,,933.0,8,Limerick Institute of Technology,#,,,LC
